Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-41-009 LDR-1400x800-1400x500-360;1,0;db;66 650;56 245;66 650;56 245;122 895
61-41-010 LDR-1500x400-400x300-1053;1,0;db;196 732;166 020;196 732;166 020;362 752
61-41-011 LDR-1500x400-700x400-793;3,0;db;139 046;117 340;417 138;352 019;769 157
61-41-012 LDR-1500x400-1200x400-360;1,0;db;57 688;48 681;57 688;48 681;106 369
61-41-013 LDR-1500x700-1260x750-308;1,0;db;60 445;51 009;60 445;51 009;111 454
61-41-014 LDR-1500x700-1500x400-360;1,0;db;66 650;56 245;66 650;56 245;122 895
61-41-015 LDR-1500x760-1260x760-308;1,0;db;56 997;48 100;56 997;48 100;105 096
61-41-016 LDR-1500x800-900x800-620;2,0;db;128 934;108 805;257 869;217 611;475 480
61-41-017 LDR-1500x800-1500x400-446;2,0;db;89 404;75 447;178 809;150 893;329 702
61-41-018 LDR-1500x1200-700x800-793;1,0;db;247 294;208 689;247 294;208 689;455 983
61-41-019 LDR-1500x1200-700x1200-793;1,0;db;197 651;166 796;197 651;166 796;364 447
61-41-020 LDR-1530x760-1500x760-200;1,0;db;51 463;34 135;51 463;34 135;85 599
61-41-021 LDR-1590x1080-1500x1100-200;1,0;db;51 463;34 135;51 463;34 135;85 599
61-41-022 LDR-1600x400-600x400-966;1,0;db;229 833;152 444;229 833;152 444;382 278
61-41-023 LDR-1600x400-1300x400-360;1,0;db;77 196;51 202;77 196;51 202;128 398
61-41-024 LDR-1600x500-800x500-793;1,0;db;195 622;129 752;195 622;129 752;325 374
61-41-025 LDR-1600x500-1390x500-282;1,0;db;62 576;41 505;62 576;41 505;104 081
61-41-026 LDR-1600x500-1600x400-200;1,0;db;49 125;32 584;49 125;32 584;81 709
61-41-027 LDR-1600x600-1300x400-360;1,0;db;110 530;73 313;110 530;73 313;183 843
61-41-028 LDR-1600x760-1370x760-299;1,0;db;73 102;48 487;73 102;48 487;121 589
61-41-029 LDR-1600x780-1390x780-282;1,0;db;71 057;47 129;71 057;47 129;118 186
61-41-030 LDR-1600x900-1200x900-446;1,0;db;123 690;82 040;123 690;82 040;205 731
61-41-031 LDR-1730x700-1530x750-273;1,0;db;78 074;51 785;78 074;51 785;129 859
61-41-032 LDR-1800x600-1770x610-200;1,0;db;47 663;31 613;47 663;31 613;79 277
61-41-033 LDR-1800x700-800x700-966;1,0;db;287 439;190 652;287 439;190 652;478 091
61-41-034 LDR-1800x800-1200x500-620;2,0;db;231 003;153 219;462 007;306 438;768 445
61-41-035 LDR-1800x800-1550x770-317;1,0;db;90 647;60 124;90 647;60 124;150 771
61-41-036 LDR-1800x800-1550x780-317;1,0;db;89 186;59 155;89 186;59 155;148 340
61-41-037 LDR-1800x800-1770x610-265;1,0;db;78 951;52 366;78 951;52 366;131 317
61-41-038 LDR-1800x1000-800x700-966;1,0;db;371 069;246 121;371 069;246 121;617 189
61-41-039 LDR-1800x1000-1810x810-265;1,0;db;81 874;54 305;81 874;54 305;136 180
61-41-040 LDR-1800x1000-1810x910-200;1,0;db;65 500;43 444;65 500;43 444;108 944
61-41-041 LDR-1800x1000-2070x750-334;1,0;db;102 637;68 076;102 637;68 076;170 712
61-41-042 LDR-1800x1000-2090x770-351;1,0;db;100 004;66 331;100 004;66 331;166 335
61-41-043 LDR-1840x810-1800x800-200;1,0;db;54 388;36 074;54 388;36 074;90 463
61-41-044 LDR-1900x400-1500x400-446;1,0;db;113 748;75 447;113 748;75 447;189 194
61-41-045 LDR-1900x500-1500x500-446;1,0;db;118 718;78 743;118 718;78 743;197 461
61-41-046 LDR-1900x810-1840x810-200;1,0;db;57 021;37 820;57 021;37 820;94 841
61-41-047 LDR-1900x900-1900x700-273;1,0;db;81 874;54 305;81 874;54 305;136 180
61-41-048 LDR-1900x1100-700x1200-1139;1,0;db;427 796;283 747;427 796;283 747;711 543
61-41-049 LDR-1900x1800-1900x900-879;1,0;db;384 810;255 236;384 810;255 236;640 046
61-41-050 LDR-2000x400-1500x400-533;1,0;db;145 035;96 198;145 035;96 198;241 234
61-41-051 LDR-2000x450-2000x400-200;1,0;db;50 295;33 359;50 295;33 359;83 654
61-41-052 LDR-2000x900-800x800-1139;1,0;db;413 760;274 437;413 760;274 437;688 197
61-41-053 LDR-2000x900-1300x600-706;1,0;db;289 194;191 815;289 194;191 815;481 009
61-41-054 LDR-2000x900-1400x450-620;1,0;db;283 345;187 937;283 345;187 937;471 282
61-41-055 LDR-2000x900-1600x900-446;1,0;db;143 574;95 229;143 574;95 229;238 803
