Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
41-10-16;Természetes kő padlóburkolat Típus: Választott nagytáblás (homogén/ meleg lágy krém erezetes) padlóburkolat, kő táblamérettől függően minimum ~60 x 120 cm táblamérettel. COTTODESTE BLEND STONE BOCCIARDATA MOON 20 mm (R12) Vastagság: 20 mm kővastagság, ~ 5 mm ragasztó 1,0 cm MSZ EN 12004 szerinti C2TE/S1 osztályú burkolatragasztó [MAPEI KERAFLEX MAX S1], hézagmentes ragasztási technikával (+ szükség esetén aljzatszigetelés és feszültségmentesítés) Dilatáció: Terv szerint, illetve max. 36 m2-ként, aljzatdilatációknak megfelelően - előre meghatározott kiosztás szerint. Kiosztás a belsőépítész tervezővel egyeztetendő. Leírás: Teljesen sík aljzatra kerül. Szükség esetén aljzatkiegyenlítéssel, illetve feszültségmentesítéssel, mely a tétel része. A bedolgozásnál számolni kell a homogén felület eléréséhez szükséges (akár több műszakon át történő) munkavégzéssel. Felületképzés: Köviasz köimpregnálással. Lábazat: Külön tétel szerinti kapcsolódó falburkolat és lábazati tétel. Belsőép. konszig.kód: PB-10 Elnöki és alelnöki vizesblokkok Alagsor;4,1;m2;92235;30547;376319;124630;500949
41-10-17;Természetes kő padlóburkolat, mint előző tétel Földszint;14,0;m2;92235;30547;1291290;427652;1718942
41-10-18;Természetes kő padlóburkolat, mint előző tétel 2.Emelet;15,5;m2;92235;30547;1425031;471945;1896975
41-10-19;Természetes kő padlóburkolat, mint előző tétel 4.Emelet;81,5;m2;92235;30547;7512541;2488019;10000560
41-10-20;Természetes kő padlóburkolat, mint előző tétel 5.Emelet;13,1;m2;92235;30547;1211968;401382;1613350
41-10-21;Természetes kő lépcsőburkolat Típus: nagytáblás homogén felhős jellegű kemény tömött mészkő (Travertino Alabastro vagy Limestone Persiano) padlóburkolat, szükség esetén műgyantás pórustömítéssel, leather/gyémántkefélt felülettel, ragasztva szorított műgyanta fugával, helyszíni csiszolással, csomópontok szerinti lépcsőprofillal kialakítva, padlóterv szerinti mérettel és osztásban Vastagság: 40 mm kővastagság a belépő lapon, 20 mm vastagság a homloklapon ~5 mm ragasztó Élképzés: fózolt, 5 mm szélességben 45%-ban lecsapott élkialakítás, csúszásgátló bemart 5 mm végigfutó bronze él lépcsőlaponként 1 db, 5 cm távolságra lépcsőlap szélétől Dilatáció: max. 36 m2-ként aljzatdilatációnak megfelelően - előre meghatározott kiosztás szerint. Kiosztás a belsőépítész tervezővel egyeztetendő, de alapvetően lépcsőfokonként 1 elemből kialakítandó Leírás: Új vasbeton lépcsőlemezre kerül. Szükség esetén aljzatkiegyenlítéssel, illetve feszültségmentesítéssel, mely a tétel része. A bedolgozásnál számolni kell a homogén felület eléréséhez szükséges (akár több műszakon át történő) munkavégzéssel. 4 mm vastag MAPESONIC CR hangszigetelő alátét lemez Felületképzés: köviasz köimpregnálással, helyszíni csiszolással. Lábazat: lábazat és kapcsolódó burkolat padlóburkolati tervek szerint, üveg és fa falburkolathoz kapcsolódó fém profillal kialakított oldalsó csatlakozás. Kő burkolathoz anyagában csatlakozik. Belsőép. konszig.kód: PB-10.2 Teátrum lépcső;14,2;m2;109095;36041;1552415;512869;2065285
41-10-22;Természetes kő lépcsőburkolat, mint előző tétel 4. emelet VIP lépcsők burkolatai UL29;6,4;m2;109095;36041;693841;229223;923065
41-10-23;Természetes kő lépcsőburkolat, mint előző tétel 5. emelet VIP lépcsők burkolatai UL29;6,5;m2;109095;36041;709114;234269;943384
41-10-24;Természetes kő burkolat réz betéttel csiszolva impregnálva Belsőép. konszig.kód: PB-12 Általános reprezentatív közönségforgalmi terek Földszint;480,5;m2;106535;39597;51192198;19027105;70219303
41-10-26;KERÁMIA BURKOLAT 60X120 Ariostea concrema 4.Emelet;851,7;m2;45932;21965;39119944;18707420;57827364
41-10-27;KERÁMIA BURKOLAT 60X120 Ariostea concrema 5.Emelet;293,9;m2;45932;21965;13497919;6454796;19952715
