Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
95-34-09 Monstera deliciosa 38cs, Növény magassága: 160 cm;2,000;db;0;0;0;0;0
95-34-10 Anthurium Jungle bush 30cs, Növény magassága: 70 cm;22,000;db;0;0;0;0;0
95-34-11 Philodendron Imperial Red 27cs, Növény magassága: 55 cm;26,000;db;0;0;0;0;0
95-34-12 Philodendron xanadu 21cs, Növény magassága: 60 cm;29,000;db;0;0;0;0;0
95-34-13 Dracaena surculosa 15cs, Növény magassága: 40 cm;25,000;db;0;0;0;0;0
95-34-14 Monstera minima 15cs, Növény magassága: 25 cm;25,000;db;0;0;0;0;0
95-34-15 Philodendron scandens 12cs, Növény magassága: 20 cm;30,000;db;0;0;0;0;0
95-34-16 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,927;m3;0;0;0;0;0
95-35-01 Agyaggranulátum drénrétegként a növényláda aljára;0,175;m3;153222;15120;26814;2646;29460
95-35-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;3,850;m2;464;216;1788;832;2620
95-35-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;1,344;m3;126144;14400;169538;19354;188891
95-35-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-35-05 Aglaonema silver bay 24cs;6,000;db;24840;14904;149040;89424;238464
95-35-06 Zamioculcas zamiifolia 17cs;6,000;db;32832;14904;196992;89424;286416
95-35-07 Dracaena fr. Burundii 19cs;6,000;db;24841;14904;149049;89424;238473
95-35-08 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,105;m3;153222;14400;16088;1512;17600
95-35-09 Vízszintjelző elhelyezése;1,000;db;720;0;720;0;720
95-36-01 Agyaggranulátum drénrétegként a növényláda aljára;0,115;m3;0;0;0;0;0
95-36-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;2,530;m2;0;0;0;0;0
95-36-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;0,883;m3;0;0;0;0;0
95-36-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-36-05 Dracaena fragrans dorado 19cs, Növény magassága: 70 cm;12,000;db;0;0;0;0;0
95-36-06 Dracaena surculosa 19cs, Növény magassága: 65 cm;13,000;db;0;0;0;0;0
95-36-07 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,069;m3;0;0;0;0;0
95-36-08 Vízszintjelző elhelyezése;1,000;db;0;0;0;0;0
95-41-01 Agyaggranulátum drénrétegként a növényláda aljára;0,510;m3;153222;15120;78143;7711;85854
95-41-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;11,220;m2;464;216;5211;2424;7634
95-41-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;3,917;m3;126144;14400;494081;56402;550483
95-41-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-41-05 Asplenium antiquum Osaka 30cs;2,000;db;31104;14904;62208;29808;92016
95-41-06 Asplenium antiquum Parvati 27cs;20,000;db;31104;14904;622080;298080;920160
95-41-07 Nephrolepis exaltata Tiger fern 20cs;8,000;db;31104;14904;248832;119232;368064
95-41-08 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,306;m3;153222;14400;46886;4406;51292
95-42-01 Agyaggranulátum drénrétegként a növényláda aljára;1,940;m3;153222;15120;297250;29333;326583
95-42-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;21,340;m2;464;216;9910;4609;14520
