Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-40-006 BU-250;188,0;db;14 660;9 432;2 756 126;1 773 264;4 529 391
61-40-007 BU-300;2,0;db;22 214;12 005;44 429;24 010;68 438
61-40-008 BU-315;51,0;db;22 214;12 005;1 132 931;612 245;1 745 176
61-40-009 BU-350;6,0;db;27 264;12 005;163 583;72 029;235 612
Körkeresztmetszetű idomok horganyzott acéllemezből, bilincsekkel, tömítéssel, felfüggesztő és tartószerkezetekkel, felfüggesztés, falátvezetés lágy gumibetét közbeiktatásával. A légcsatornák falvastagsága feleljen meg a DIN 24191 és ÖNORM H 6015 előírásainak. Légtömörségi osztály (EN 12237): B LINDBAB típusok;0;0;0;0;-;-;-
61-40-010 TCPU-100-100;2,0;db;4 710;6 596;9 420;13 192;22 612
61-40-011 TCPU-125-100;1,0;db;5 841;7 915;5 841;7 915;13 755
61-40-012 TCPU-125-125;127,0;db;5 305;7 915;673 753;1 005 145;1 678 898
61-40-013 TCPU-160-100;1,0;db;6 682;9 234;6 682;9 234;15 917
61-40-014 TCPU-160-125;93,0;db;6 646;9 234;618 035;858 780;1 476 814
61-40-015 TCPU-160-160;47,0;db;7 576;9 234;356 071;434 007;790 078
61-40-016 TCPU-200-100;2,0;db;9 893;10 223;19 786;20 447;40 232
61-40-017 TCPU-200-125;86,0;db;10 492;10 223;902 284;879 209;1 781 493
61-40-018 TCPU-200-160;53,0;db;8 535;10 223;452 366;541 838;994 204
61-40-019 TCPU-200-200;35,0;db;8 730;10 223;305 544;357 818;663 361
61-40-020 TCPU-200-250;1,0;db;18 764;10 883;18 764;10 883;29 648
61-40-021 TCPU-250-100;2,0;db;10 462;10 883;20 923;21 766;42 690
61-40-022 TCPU-250-125;59,0;db;11 755;10 883;693 540;642 109;1 335 648
61-40-023 TCPU-250-160;24,0;db;13 929;10 883;334 296;261 197;595 493
61-40-024 TCPU-250-200;13,0;db;15 056;10 883;195 733;141 482;337 214
61-40-025 TCPU-250-250;39,0;db;15 622;10 883;609 249;424 445;1 033 694
61-40-026 TCPU-250-315;4,0;db;24 132;13 851;96 527;55 403;151 929
61-40-027 TCPU-315-160;4,0;db;16 127;13 851;64 509;55 403;119 912
61-40-028 TCPU-315-200;2,0;db;19 961;13 851;39 922;27 701;67 623
61-40-029 TCPU-315-250;3,0;db;25 085;13 851;75 255;41 552;116 808
61-40-030 TCPU-315-315;3,0;db;23 323;13 851;69 970;41 552;111 522
Körkeresztmetszetű idomok horganyzott acéllemezből, bilincsekkel, tömítéssel, felfüggesztő és tartószerkezetekkel, felfüggesztés, falátvezetés lágy gumibetét közbeiktatásával. A légcsatornák falvastagsága feleljen meg a DIN 24191 és ÖNORM H 6015 előírásainak. Légtömörségi osztály (EN 12237): B LINDBAB típusok;0;0;0;0;-;-;-
61-40-031 ILU-100;6,0;db;1 473;2 858;8 837;17 149;25 986
61-40-032 ILU-125;223,0;db;1 624;3 429;362 078;764 730;1 126 809
61-40-033 ILU-160;139,0;db;1 954;4 073;271 629;566 146;837 775
61-40-034 ILU-200;85,0;db;2 264;4 073;192 434;346 205;538 638
61-40-035 ILU-250;59,0;db;2 718;4 716;160 340;278 218;438 558
61-40-036 ILU-315;24,0;db;3 800;6 002;91 202;144 044;235 246
61-40-037 ILU-350;2,0;db;5 284;6 002;10 569;12 004;22 572
61-40-038 ILU-450;4,0;db;6 499;7 574;25 997;30 295;56 292
