Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
FPS 140/30 Fali polc fix konzollal, sima felülettel;2;;66 073;35 679;132 145;71 358;203 504
AHFM 110/70 Előkészítő asztal hátsó felhajtással;1;;142 690;77 053;142 690;77 053;219 743
ChefMaster KUCBA Hűtött munkaasztal hátsó felhajtással, 8 db fiókkal;2;;1 550 379;837 205;3 100 759;1 674 410;4 775 169
KCS 180/70 Kétmedencés-csepptálcás nagykonyhai mosogató;1;;366 786;198 064;366 786;198 064;564 850
00958508 Mini (alacsony) asztali zuhany kétgombos csapteleppel és forgatható kifolyóval;1;;73 925;39 920;73 925;39 920;113 845
Egyedi Csepegtető állvány 4 perforált polccal;1;;181 266;97 884;181 266;97 884;279 149
Egyedi Csepegtető állvány 4 perforált polccal;1;;28 783;155 403;287 783;155 403;443 186
FV 130.2 Feketeedény-, konyhai eszköz- és láda mosogatógép;1;;5 764 304;3 112 724;5 764 304;3 112 724;8 877 028
Nagykonyhai fali páraelszívó ernyő;1;;;;;;
Egyedi Nagykonyhai hűtőkamra, padló nélkül (4.70.);1;;2 920 455;1 577 046;2 920 455;1 577 046;4 497 501
