Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-O 2x1,5 mm2;0;0;0;0;-;-;-
71-20-36;600,0;m;397;1 137;238 528;682 157;920 485
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-J 3x1,5 mm2;0;0;0;0;-;-;-
71-20-37;21 000,0;m;465;1 137;9 769 818;23 875 488;33 645 306
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-J 3x2,5 mm2;0;0;0;0;-;-;-
71-20-38;35 000,0;m;716;1 137;25 043 491;39 792 480;64 835 971
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-J 3x4 mm2;0;0;0;0;-;-;-
71-20-39;1 500,0;m;1 125;1 211;1 687 477;1 815 840;3 503 317
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-J 4x2,5 mm2;0;0;0;0;-;-;-
71-20-40;400,0;m;918;1 137;367 286;454 771;822 058
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-J 5x16 mm2;0;0;0;0;-;-;-
71-20-41;100,0;m;8 444;1 451;844 351;145 142;989 493
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-J 5x10 mm2;0;0;0;0;-;-;-
71-20-42;350,0;m;2 587;1 211;905 565;423 696;1 329 261
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-J 5x6 mm2;0;0;0;0;-;-;-
71-20-43;90,0;m;1 868;1 211;168 095;108 950;277 045
Kábelszerű vezeték elhelyezése előre elkészített tartószerkezetre, 1- 5 erű, réz érrel, elágazó dobozokkal és kötésekkel, szigetelés méréssel, a szerelvényekhez csatlakozó vezetékvégek bekötésével, NYM-J 5x4 mm2;0;0;0;0;-;-;-
71-20-44;800,0;m;1 110;1 137;888 017;909 542;1 797 559
Tűzálló kábel, 90 perces funkcióimegtartással, erre a célra kialakított tartószerkezetre szerelve, végkiképzésekkel, végelzárókkal, összekötő karmantyúkkal NHXCH E90/FE180 4x240/120 mm2;0;0;0;0;-;-;-
71-20-45;660,0;m;120 674;5 082;79 644 832;3 354 025;82 998 857
Tűzálló kábel, 90 perces funkcióimegtartással, erre a célra kialakított tartószerkezetre szerelve, végkiképzésekkel, végelzárókkal, összekötő karmantyúkkal NHXCH E90/FE180 4x70/35 mm2;0;0;0;0;-;-;-
71-20-46;85,0;m;37 543;2 469;3 191 195;209 826;3 401 021
Tűzálló kábel, 90 perces funkcióimegtartással, erre a célra kialakított tartószerkezetre szerelve, végkiképzésekkel, végelzárókkal, összekötő karmantyúkkal NHXCH E90/FE180 4x50/25 mm2;0;0;0;0;-;-;-
71-20-47;75,0;m;27 771;2 469;2 082 820;185 141;2 267 961
Tűzálló kábel, 90 perces funkcióimegtartással, erre a célra kialakított tartószerkezetre szerelve, végkiképzésekkel, végelzárókkal, összekötő karmantyúkkal NHXCH E90/FE180 5x25 mm2;0;0;0;0;-;-;-
71-20-48;475,0;m;17 286;1 912;8 210 653;908 170;9 118 823
Tűzálló kábel, 90 perces funkcióimegtartással, erre a célra kialakított tartószerkezetre szerelve, végkiképzésekkel, végelzárókkal, összekötő karmantyúkkal NHXCH E90/FE180 5x16 mm2;0;0;0;0;-;-;-
71-20-49;10,0;m;12 813;1 451;128 129;14 514;142 643
Tűzálló kábel, 90 perces funkcióimegtartással, erre a célra kialakított tartószerkezetre szerelve, végkiképzésekkel, végelzárókkal, összekötő karmantyúkkal NHXH-J E90/FE180 5x6 mm2;0;0;0;0;-;-;-
71-20-50;147,0;m;6 438;1 211;946 444;177 952;1 124 396
