Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
95-42-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;15,598;m3;126144;14400;1967544;224605;2192149
95-42-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-42-05 Anthurium Jungle bush 21cs;5,000;db;24084;8402;120420;42012;162432
95-42-06 Anthurium Jungle bush 30cs;9,000;db;24084;8402;216756;75622;292378
95-42-07 Areca lutescens 24cs;2,000;db;24084;8402;48168;16805;64973
95-42-08 Dracaena surculosa 17cs;24,000;db;24084;8402;578016;201658;779674
95-42-09 Monstera deliciosa 30cs;2,000;db;24084;8402;48168;16805;64973
95-42-10 Monstera obliqua 17cs;2,000;db;24084;8402;48168;16805;64973
95-42-11 Philodendron Imperial green 14cs;12,000;db;24084;8402;289008;100829;389837
95-42-12 Philodendron Imperial green 26cs;6,000;db;24084;8402;144504;50414;194918
95-42-13 Philodendron Imperial red 27cs;4,000;db;24084;8402;96336;33610;129946
95-42-14 Philodendron 'Red Congo' 27cs;11,000;db;24084;8402;264924;92426;357350
95-42-15 Philodendron xanadu 21cs;5,000;db;24084;8402;120420;42012;162432
95-42-16 Philodendron xanadu 34cs;4,000;db;24084;8402;96336;33610;129946
95-42-17 Strelitzia nicolai 45cs;1,000;db;24084;8402;24084;8402;32486
95-42-18 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,582;m3;153222;14400;89175;8381;97556
95-43-01 Agyaggranulátum drénrétegként a növényláda aljára;0,180;m3;153222;15120;27580;2722;30302
95-43-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;1,980;m2;464;216;920;428;1347
95-43-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;1,447;m3;126144;14400;182556;20840;203395
95-43-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-43-05 Asplenium antiquum Osaka 17cs, Növény magassága: 40 cm;9,000;db;26424;8856;237816;79704;317520
95-43-06 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,054;m3;153222;14400;8274;778;9052
95-44-01 Agyaggranulátum drénrétegként a növényláda aljára;0,180;m3;153222;15120;27580;2722;30302
95-44-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;1,980;m2;464;216;920;428;1347
95-44-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;1,447;m3;126144;14400;182556;20840;203395
95-44-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-44-05 Asplenium antiquum Osaka 17cs, Növény magassága: 40 cm;9,000;db;26424;8856;237816;79704;317520
95-44-06 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,054;m3;153222;14400;8274;778;9052
95-46-01 Agyaggranulátum drénrétegként a növényláda aljára;0,510;m3;153222;15120;78143;7711;85854
95-46-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;11,220;m2;464;216;5211;2424;7634
95-46-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;3,917;m3;126144;14400;494081;56402;550483
95-46-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-46-05 Asplenium antiquum Osaka 30cs;2,000;db;31104;14904;62208;29808;92016
95-46-06 Asplenium antiquum Parvati 27cs;20,000;db;31104;14904;622080;298080;920160
95-46-07 Nephrolepis exaltata Tiger fern 20cs;8,000;db;31104;14904;248832;119232;368064
95-46-08 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,306;m3;153222;14400;46886;4406;51292
95-47-01 Agyaggranulátum drénrétegként a növényláda aljára;0,245;m3;153222;15120;37539;3704;41244
95-47-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;5,390;m2;464;216;2501;1164;3667
95-47-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;1,882;m3;126144;14400;237353;27095;264448
95-47-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-47-05 Spathiphyllum vivaldi 17cs, Növény magassága: 75 cm;22,000;db;26424;13464;581328;296208;877536
95-47-06 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,147;m3;153222;14400;22524;2117;24640
95-48-01 Agyaggranulátum drénrétegként a növényláda aljára;0,590;m3;153222;15120;90401;8921;99322
95-48-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;12,980;m2;464;216;6028;2804;8832
95-48-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;4,531;m3;126144;14400;571584;65249;636833
95-48-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-48-05 Philodendron xanadu 21cs, Növény magassága: 60 cm;14,000;db;24084;8402;337176;117634;454810
95-48-06 Aglaonema Silver Bay 24cs, Növény magassága: 65 cm;29,000;db;24084;8402;698436;243670;942106
95-48-07 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,354;m3;153222;14400;54241;5098;59338
95-49-01 Agyaggranulátum drénrétegként a növényláda aljára;0,280;m3;153222;15120;42902;4234;47136
95-49-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;6,160;m2;464;216;2861;1331;4191
95-49-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;2,150;m3;126144;14400;271260;30966;302226
95-49-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
