Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-897 LKR-1500-400-200;3,0;db;22 012;18 884;66 035;56 652;122 687
61-30-898 LKR-1500-400-400;1,0;db;33 458;28 704;33 458;28 704;62 162
61-30-899 LKR-1500-400-500;5,0;db;41 822;35 881;209 108;179 404;388 512
61-30-900 LKR-1500-400-600;2,0;db;50 186;43 057;100 373;86 114;186 487
61-30-901 LKR-1500-400-800;1,0;db;66 915;57 409;66 915;57 409;124 324
61-30-902 LKR-1500-400-1100;1,0;db;92 008;78 937;92 008;78 937;170 945
61-30-903 LKR-1500-400-1200;2,0;db;100 373;86 113;200 746;172 227;372 972
61-30-904 LKR-1500-400-1300;1,0;db;108 738;93 290;108 738;93 290;202 027
61-30-905 LKR-1500-400-1400;2,0;db;117 101;100 466;234 202;200 932;435 134
61-30-906 LKR-1500-400-1500;17,0;db;125 466;107 641;2 132 921;1 829 902;3 962 823
61-30-907 LKR-1500-400-1700;1,0;db;142 196;121 994;142 196;121 994;264 190
61-30-908 LKR-1500-400-1800;1,0;db;150 559;129 170;150 559;129 170;279 730
61-30-909 LKR-1500-400-2600;2,0;db;217 475;186 579;434 950;373 159;808 109
61-30-910 LKR-1500-500-100;1,0;db;26 414;22 661;26 414;22 661;49 075
61-30-911 LKR-1500-500-400;1,0;db;35 219;30 215;35 219;30 215;65 434
61-30-912 LKR-1500-500-1100;1,0;db;96 851;83 092;96 851;83 092;179 943
61-30-913 LKR-1500-700-100;1,0;db;22 012;18 884;22 012;18 884;40 896
61-30-914 LKR-1500-700-600;1,0;db;22 012;18 884;22 012;18 884;40 896
61-30-915 LKR-1500-760-500;1,0;db;67 796;58 164;67 796;58 164;125 960
61-30-916 LKR-1500-800-100;2,0;db;22 012;18 884;44 023;37 768;81 792
61-30-917 LKR-1500-800-200;3,0;db;22 012;18 884;66 035;56 652;122 687
61-30-918 LKR-1500-800-600;1,0;db;60 752;52 121;60 752;52 121;112 873
61-30-919 LKR-1500-1000-1500;1,0;db;165 087;141 634;165 087;141 634;306 721
61-30-920 LKR-1500-1100-800;1,0;db;83 203;71 384;83 203;71 384;154 587
61-30-921 LKR-1500-1100-1300;1,0;db;148 798;127 660;148 798;127 660;276 458
61-30-922 LKR-1500-1200-600;2,0;db;71 317;61 186;142 634;122 372;265 006
61-30-923 LKR-1500-1200-700;1,0;db;83 203;71 384;83 203;71 384;154 587
61-30-924 LKR-1500-1200-1100;1,0;db;130 749;112 174;130 749;112 174;242 923
61-30-925 LKR-1500-1200-1500;16,0;db;178 294;152 965;2 852 703;2 447 435;5 300 139
61-30-926 LKR-1500-1500-500;1,0;db;66 035;56 653;66 035;56 653;122 688
61-30-927 LKR-1570-1060-200;1,0;db;28 486;18 884;28 486;18 884;47 370
61-30-928 LKR-1590-1080-900;1,0;db;83 203;71 384;83 203;71 384;154 587
61-30-929 LKR-1600-400-100;2,0;db;28 486;18 884;56 971;37 768;94 739
61-30-930 LKR-1600-400-400;1,0;db;45 577;30 215;45 577;30 215;75 792
61-30-931 LKR-1600-400-900;1,0;db;102 548;67 985;102 548;67 985;170 533
61-30-932 LKR-1600-400-1700;1,0;db;170 914;113 307;170 914;113 307;284 221
61-30-933 LKR-1600-500-100;3,0;db;28 486;18 884;85 457;56 652;142 109
61-30-934 LKR-1600-500-200;1,0;db;28 486;18 884;28 486;18 884;47 370
61-30-935 LKR-1600-500-300;2,0;db;35 892;23 794;71 785;47 589;119 373
61-30-936 LKR-1600-500-400;2,0;db;47 856;31 726;95 711;63 452;159 163
61-30-937 LKR-1600-500-600;1,0;db;83 748;55 520;83 748;55 520;139 268
61-30-938 LKR-1600-500-1000;2,0;db;119 639;79 315;239 278;158 629;397 907
61-30-939 LKR-1600-500-1800;1,0;db;143 567;95 178;143 567;95 178;238 745
61-30-940 LKR-1600-500-1900;1,0;db;227 315;150 698;227 315;150 698;378 013
61-30-941 LKR-1600-760-600;1,0;db;80 615;53 443;80 615;53 443;134 058
61-30-942 LKR-1600-800-300;1,0;db;41 019;27 194;41 019;27 194;68 213
61-30-943 LKR-1600-800-500;1,0;db;68 366;45 322;68 366;45 322;113 688
