Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
V28/b Csillárok...;1,0;db;1 055 314;6 013 454;1 055 314;6 013 454;7 068 768
V28/b Csillárok...;2,0;db;826 600;4 239 672;1 653 201;8 479 344;10 132 545
V22 Falikarok...;8,0;db;284 649;1 157 439;2 277 191;9 259 512;11 536 703
V22 Falikarok...;8,0;db;2 773 151;1 760 975;22 185 207;14 087 798;36 273 005
V34a Csillárok...;1,0;db;2 416 408;6 195 152;2 416 408;6 195 152;8 611 560
V34b Csillárok...;2,0;db;1 978 869;4 645 071;3 957 737;9 290 143;13 247 880
V35 Csillárok...;5,0;db;207 842;407 265;1 039 211;1 836 073;2 875 284
V36/c Csillárok...;1,0;db;1 059 043;2 378 939;1 059 043;2 378 939;3 437 982
V36/b Csillárok...;2,0;db;483 530;1 263 215;967 060;2 526 430;3 493 490
V37 Csillárok...;17,0;db;39 776;129 830;676 195;2 207 109;2 883 305
V43 Csillárok...;2,0;db;0;0;0;0;0
V32 Csillárok...;1,0;db;441 268;2 064 309;441 268;2 064 309;2 505 577
V31 Csillárok...;2,0;db;215 040;1 308 162;4 300 081;2 616 324;3 046 405
V30 Csillárok...;1,0;db;171 535;873 169;171 535;873 169;1 044 704
V26/a Csillárok...;5,0;db;121 816;659 730;609 078;3 298 650;3 907 728
V32/b Csillárok...;3,0;db;366 697;1 082 796;1 100 092;3 248 389;4 348 481
V32/b Csillárok...;1,0;db;366 697;1 082 790;366 697;1 082 790;1 449 487
54-00-00 ELEKTROMOS MUNKÁK ÖSSZESEN;;;;;2 018 151;10 331 432;12 349 583
54-00-01 Védőcsöves gipszkarton falba...;2,0;db;2 264 908;2 062 174;4 529 817;4 124 349;8 654 165
54-00-02 Vízmentes tömszelence áttörés...;8,0;db;59 340;138 451;474 716;1 107 608;1 582 324
