Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
32,1W, 3000K, 2150lm, CRI>90, 18°, UGR<19, DALI DIM, IP20, fehér színben, Ø100x107mm;0;0;0;0;-;-;-
L08a Odion 3F XS LED sínes lámpatest;8,0;db;66 685;27 531;470 610;211 775;682 385
DALI DIM, fehér színben, 3000x35.5x35.2mm;0;0;0;0;-;-;-
L08 sín 3 fázisú sín;2,0;db;31 649;13 066;55 838;25 127;80 965
DALI DIM, fehér színben, 2000x35.5x35.2mm;0;0;0;0;-;-;-
L08 sín 3 fázisú sín;4,0;db;14 932;6 165;52 688;23 710;76 398
DALI DIM, fehér színben;0;0;0;0;-;-;-
L08 sín 3 fázisú sín betáp elem;4,0;db;5 046;2 083;17 804;8 012;25 815
fehér színben;0;0;0;0;-;-;-
L08 sín 3 fázisú sín végzáró elem;4,0;db;494;204;1 743;784;2 527
DALI DIM, fehér színben;0;0;0;0;-;-;-
L08 sín 3 fázisú sín rejtett összekötő elem;2,0;db;3 493;1 442;6 163;2 773;8 936
5,7W, 3000K, 400lm, CRI>80, 40°, 70lm/W, On/Off kapcsolható, IP44/IP20, 60.000h élettartam, fehér színben, Ø42x43mm;0;0;0;0;-;-;-
L13 Fluxe 35 álmennyezetbe süllyesztett LED világítótest;35,0;db;29 285;12 090;904 181;406 882;1 311 063
IP65, csak beltéri használat, 1x E27 polished brass színben, opál diffúzor;0;0;0;0;-;-;-
L14 Jordan Small Globe Pendant Light IP65;14,0;db;103 498;42 728;1 278 200;575 190;1 853 390
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L14 RICH COLOUR FILAMENT LED fényforrás;14,0;db;4 559;1 882;56 300;25 335;81 635
13,8W, 3000K, 1250lm, CRI>80, 60°, 91lm/W, On/Off kapcsolható, IP44/IP20, 60.500h élettartam, fehér színben, Ø81x60mm;0;0;0;0;-;-;-
L15 Stada 75 álmennyezetbe süllyesztett LED világítótest;63,0;db;28 579;11 799;1 588 309;714 739;2 303 048
6,5W, 3000K, 605lm, CRI>90, 72lm/W, fázishasítással dimmelhető, IP44, 54.000h élettartam, matt gold, Ø80x134x420mm;0;0;0;0;-;-;-
L17 io 420 fali LED világítótest;4,0;db;183 426;75 726;647 234;291 255;938 489
45W, 3000K, 6010lm, CRI>80, UGR<19, DALI DIM, IP40, fekete színben, Ø600x87mm;0;0;0;0;-;-;-
L29 VELA 600 direct / indirect power LED függesztett lámpatest;6,0;db;430 809;81 796;2 280 218;1 026 098;3 306 315
31W, 3000K, 4060lm, CRI>80, UGR<19, DALI DIM, IP40, fekete színben, Ø600x92mm;0;0;0;0;-;-;-
L29a VELA 600 direct surface LED mennyezetre szerelt lámpatest;13,0;db;333 780;137 799;3 827 753;1 722 489;5 550 241
IP20, 2xE27, antique brass, fázishasítással dimmelhető;0;0;0;0;-;-;-
L32 Avignon Round 525 Antique Brass falikar;12,0;db;135 488;55 935;1 434 240;645 408;2 079 648
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L32 RICH COLOUR FILAMENT LED fényforrás;24,0;db;4 274;1 764;90 482;40 717;131 198
71W, 3000K, 9020lm, CRI>80, UGR<19, DALI DIM, IP40, fekete színben, Ø900x92mm;0;0;0;0;-;-;-
L45b VELA 900 direct surface LED mennyezetre szerelt lámpatest;11,0;db;626 279;258 555;6 077 156;2 734 720;8 811 877
47W, 4000K, 6000lm CRI>80, 128lm/W, not Dimmable, IP65, IK08, szürke színben, 45.000h élettartam, 1200x88x85mm;0;0;0;0;-;-;-
L47 Roda Basic por-pára LED világítótest;80,0;db;18 653;7 701;1 316 380;592 371;1 908 751
28W, 2700K, 1224lm, CRI>80, 47lm/W, Dimmable, IP20, arany színben, Ø320x2200x2400mm;0;0;0;0;-;-;-
L50 Arco állólámpatest;2,0;db;829 158;91 478;1 462 875;658 294;2 121 169
20,2W, 3000K, 1690lm, CRI>90,84lm/W, 66°, DALI DIM, IP20, fehér színben, 50.000h élettartam, Ø100x122mm;0;0;0;0;-;-;-
L51 Sasso 100 függesztett lámpatest;86,0;db;148 886;61 471;11 295 885;5 083 148;16 379 033
10,4W, 3000K, 901lm, CRI>90, 84lm/W, 55°, DALI DIM, IP20, fehér színben, 50.000h élettartam, Ø72x75mm;0;0;0;0;-;-;-
L52 Sasso 60 függesztett LED világítótest;146,0;db;128 431;53 022;16 541 070;7 443 482;23 984 552
2x12W, 3000K, 2170lm, CRI>90, 82,9lm/W, fázishasítással dimmelhető, IP20, Matte Champagne színben, 40.000h élettartam, Ø130x190x285mm;0;0;0;0;-;-;-
L53 Nautilus wall falra szerelt LED világítótest;3,0;db;143 015;59 043;378 480;170 316;548 796
