Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-40-727 LDR-300x250-300x200-200;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-728 LDR-300x300-200x300-200;3,0;db;16 725;16 332;50 175;48 997;99 172
61-40-729 LDR-300x300-300x200-200;4,0;db;16 725;16 332;66 900;65 329;132 229
61-40-730 LDR-300x300-400x200-200;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-731 LDR-300x350-300x200-230;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-732 LDR-300x400-300x150-317;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-733 LDR-300x400-700x150-446;1,0;db;31 108;30 379;31 108;30 379;61 486
61-40-734 LDR-300x800-300x720-200;1,0;db;19 530;17 354;19 530;17 354;36 884
61-40-735 LDR-400x200-250x200-230;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-736 LDR-400x200-300x200-200;15,0;db;16 725;16 332;250 874;244 984;495 859
61-40-737 LDR-400x200-400x150-200;3,0;db;16 725;16 332;50 175;48 997;99 172
61-40-738 LDR-400x200-400x200-200;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-739 LDR-400x250-300x200-200;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-740 LDR-400x250-300x250-200;4,0;db;16 725;16 332;66 900;65 329;132 229
61-40-741 LDR-400x300-300x250-200;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-742 LDR-400x300-300x300-200;7,0;db;16 725;16 332;117 075;114 326;231 401
61-40-743 LDR-400x300-300x250-200;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-744 LDR-400x300-300x300-200;8,0;db;16 725;16 332;133 800;130 658;264 458
61-40-745 LDR-400x300-400x200-273;4,0;db;16 725;16 332;66 900;65 329;132 229
61-40-746 LDR-400x300-600x200-273;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-747 LDR-400x400-400x300-200;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-748 LDR-400x500-400x250-317;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-749 LDR-400x500-400x300-273;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-750 LDR-400x700-200x700-273;1,0;db;17 059;16 659;17 059;16 659;33 718
61-40-751 LDR-400x900-400x800-200;1,0;db;18 397;17 966;18 397;17 966;36 363
61-40-752 LDR-450x250-300x250-230;1,0;db;20 311;18 047;20 311;18 047;38 358
61-40-753 LDR-500x200-200x200-360;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-754 LDR-500x200-300x200-273;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-755 LDR-500x200-400x200-200;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-756 LDR-500x250-300x250-273;8,0;db;16 725;16 332;133 800;130 658;264 458
61-40-757 LDR-500x300-300x300-300-;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-758 LDR-500x300-400x250-200;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-759 LDR-500x300-400x300-200;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-760 LDR-500x300-500x200-273;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-761 LDR-500x300-550x200-200;8,0;db;16 725;16 332;133 800;130 658;264 458
61-40-762 LDR-500x350-300x200-273;4,0;db;16 725;16 332;66 900;65 329;132 229
61-40-763 LDR-500x350-400x250-200;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-764 LDR-500x400-300x400-273;1,0;db;18 565;18 129;18 565;18 129;36 694
61-40-765 LDR-500x400-400x400-200;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-766 LDR-500x400-500x300-200;2,0;db;21 575;21 069;43 150;42 137;85 288
61-40-767 LDR-500x400-250x550-317;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-768 LDR-500x400-500x200-273;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-769 LDR-500x400-500x300-200;1,0;db;16 725;16 332;16 725;16 332;33 057
