Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
60-00-00 ÉPÜLETGÉPÉSZET;;;;;5 274 235 681;1 864 898 370;7 139 134 051
63-00-10 DN56;70,2;m;20 694;15 074;1 452 120;1 057 718;2 509 838
63-00-11 DN60;18,4;m;21 154;13 116;389 653;241 597;631 250
63-00-12 DN70;161,8;m;25 325;14 283;4 097 528;2 310 915;6 408 443
63-00-13 DN90;142,9;m;30 551;15 382;4 364 585;2 197 510;6 562 095
63-00-14 DN100;59,8;m;35 624;16 584;2 129 604;991 419;3 121 023
63-00-15 DN125;47,5;m;43 313;16 637;2 057 360;790 278;2 847 638
63-00-16 DN150;130,6;m;63 354;18 406;8 275 330;2 404 218;10 679 548
KPE SDR17,6 műanyag cső és idomok szerelése terv szerinti lejtésben, a terven szereplő táblázat szerinti vastagságú páradiffúzió ellen védett hőszigeteléssel, csőtartókkal, alátámasztó szerkezettel, szakaszos nyomáspróbával, épületen belül és kívül szabadon, padlóban, vagy talajban vezetve, locsolóvízre. PN6.;0;0;0;0;-;-;-
63-00-17 DN25;8,4;m;11 990;21 832;101 074;184 044;285 118
63-00-18 DN30;1,3;m;13 067;21 832;16 333;27 290;43 623
63-00-19 DN40;1,1;m;14 796;21 832;15 536;22 924;38 460
Rehau Rautitan Flex vagy vele egyenértékű műanyag vízvezeték cső szerelése falhoronyba vagy padlóba, védőcsővel, toldóhüvelyes kötésekkel, csőidomokkal, szakaszos nyomáspróbával, a terven szereplő táblázat szerinti vastagságú páradiffúzió ellen védett hőszigeteléssel és tartószerkezettel kompletten.;0;0;0;0;-;-;-
63-00-20 DN15;683,3;m;5 638;7 365;3 852 289;5 032 524;8 884 813
63-00-21 DN20;1 435,4;m;6 384;7 103;9 163 849;10 195 278;19 359 127
63-00-22 DN25;962,7;m;10 421;8 155;10 032 294;7 850 685;17 882 979
63-00-23 DN32;339,6;m;14 215;8 023;4 826 710;2 724 213;7 550 923
63-00-24 DN50;3,0;m;24 325;9 339;73 948;28 391;102 339
Szennyvízhálózat kialakítása UV álló, 80°C tartós, 100°C rövid ideig tartó hőmérséklet tűréssel, GEBERIT szabvány szerint temperált PE-HD vastag falú polietilén lefolyócsőrendszerrel, szabadon vagy padlócsatornában ektromosan hegesztett oldhatatlan kötésekkel szerelve, a födémátvezetéseknél csőhüvelyekkel, a szükséges csőtartókkal és idomokkal, szakaszos tömörségi próbával, a terven szereplő vastagságú hő-, és hangszigeteléssel.;0;0;0;0;-;-;-
63-00-25 DN32;1 124,3;m;4 211;12 363;4 734 628;13 899 636;18 634 265
63-00-26 DN40;1 660,4;m;4 482;14 467;7 441 341;24 019 930;31 461 271
63-00-27 DN50;1 362,9;m;5 147;15 519;7 015 159;21 150 625;28 165 783
63-00-28 DN56;41,6;m;5 828;15 913;242 267;661 508;903 776
63-00-29 DN60;25,9;m;5 375;13 809;139 007;357 107;496 115
63-00-30 DN70;331,2;m;6 927;14 729;2 293 782;4 877 768;7 171 550
63-00-31 DN90;249,5;m;9 693;16 176;2 418 280;4 035 830;6 454 110
63-00-32 DN100;1 459,7;m;13 859;16 966;20 230 069;24 765 235;44 995 303
63-00-33 DN125;79,7;m;16 703;16 703;1 331 736;1 331 736;2 663 473
63-00-34 DN150;5,1;m;22 876;18 888;115 526;95 382;210 908
63-00-35 DN200;41,4;m;34 774;22 156;1 440 694;917 907;2 358 601
63-00-36 DN300;21,2;m;93 764;29 483;1 983 110;623 562;2 606 673
