Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
80-00-00 GYENGEÁRAM;;;;;5 208 938 832;1 486 087 827;6 695 026 659
83-00-41;;;-;-;-;-;-
83-00-42;;;-;-;-;-;-
83-00-43;;;-;-;-;-;-
83-00-44;;;-;-;-;-;-
83-00-45;;;-;-;-;-;-
83-00-46;;;-;-;-;-;-
83-00-47;;;-;-;-;-;-
83-00-48;;;-;-;-;-;-
83-00-49;;;-;-;-;-;-
83-00-50;;;-;-;-;-;-
83-00-51;;;-;-;-;-;-
83-00-52;;;-;-;-;-;-
84-00-00 KAMERA RENDSZER;;;0;0;479 591 796;43 383 047;522 974 843
84-00-01;;;-;-;-;-;-
84-00-02;;;-;-;-;-;-
84-00-03;;;-;-;-;-;-
84-00-04;;;-;-;-;-;-
84-00-05;;;-;-;-;-;-
84-00-06;;;-;-;-;-;-
84-00-07;;;-;-;-;-;-
84-00-08;;;-;-;-;-;-
84-00-09;;;-;-;-;-;-
84-00-10;;;-;-;-;-;-
84-00-11;;;-;-;-;-;-
