Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
BRE18_106 Raktári állvány, polietilén polcokkal - kezdőelem;1;;137 981;74 510;137 981;74 510;212 491
Egyedi Nagykonyhai hűtőkamra, padló nélkül (4.51.);1;;2 430 903;1 312 688;2 430 903;1 312 688;3 743 591
Egyedi Távoli telepítés felára 1 db hűtőkamra maximum 20 méter távolságig;1;;967 373;522 382;967 373;522 382;1 489 755
BRE18_185 Raktári állvány, polietilén polcokkal - kezdőelem;1;;158 454;85 565;158 454;85 565;244 018
BRE18_106 Raktári állvány, polietilén polcokkal - kezdőelem;1;;137 981;74 510;137 981;74 510;212 491
Egyedi Nagykonyhai hűtőkamra, padló nélkül (4.52.);1;;2 407 835;1 300 231;2 407 835;1 300 231;3 708 067
Egyedi Távoli telepítés felára 1 db hűtőkamra maximum 20 méter távolságig;1;;967 373;522 382;967 373;522 382;1 489 755
BRE18_126 Raktári állvány, polietilén polcokkal - kezdőelem;1;;150 559;81 302;150 559;81 302;231 861
BRE18_136 Raktári állvány, polietilén polcokkal - kezdőelem;1;;156 867;84 708;156 867;84 708;241 575
RO 86.4 HD PA FE Láda- és rekeszszállító roller;1;;59 453;32 105;59 453;32 105;91 558
Egyedi Nagykonyhai mélyhűtőkamra, padlóval (4.53);1;;3 827 793;2 067 008;3 827 793;2 067 008;5 894 801
