Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
250W, 48V DC;0;0;0;0;-;-;-
L97 sín LED CONVERTER 250W / 48VDC 220-240V / 50-60Hz 2496x3264mm;5,0;db;66 333;27 385;292 575;131 659;424 234
48V, DALI DIM, fekete színben, 637x610x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 TRACK SURF SUSP 90° CORNER DALI 48VDC 2511x4889mm;4,0;db;124 550;51 420;439 485;197 768;637 253
48V, DALI DIM, fekete színben, 1220x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 1220 TRACK SURF SUSP DALI 48VDC 2511x4889mm;2,0;db;63 863;26 365;112 673;50 703;163 375
48V, DALI DIM, fekete színben, 3625x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 3625 TRACK SURF SUSP DALI 48VDC 2511x4889mm;2,0;db;159 481;65 841;281 370;126 617;407 987
48V, DALI DIM, fekete színben;0;0;0;0;-;-;-
L97 sín TRACK LINEAR CONNECTOR MECH/ELECT NON DIM/ZIGBEE/DALI 48VDC 2511x4889mm;8,0;db;13 408;5 535;94 620;42 579;137 199
48V, DALI DIM, fekete színben;0;0;0;0;-;-;-
L97 sín POWER FEEDER UNIT 2000 DALI 48VDC 2511x4889mm;1,0;db;44 457;18 354;39 218;17 648;56 865
fekete színben;0;0;0;0;-;-;-
L97 sín CABLE SUSPENSION 1500 FOR MOVE IT 2511x4889mm;15,0;db;7 409;3 059;98 044;44 120;142 163
fekete színben;0;0;0;0;-;-;-
L97 sín CANOPY SQUARE INCL TERMINAL BLOCK / 4-POLE 2511x4889mm;1,0;db;16 230;6 701;14 318;6 443;20 760
320W, 48V DC;0;0;0;0;-;-;-
L97 sín LED CONVERTER 320W / 48VDC 110-240V / 50-60Hz 2511x4889mm;1,0;db;94 559;39 038;83 415;37 537;120 952
48V, DALI DIM, fekete színben, 637x610x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 TRACK SURF SUSP 90° CORNER DALI 48VDC 1710x4889mm;4,0;db;124 550;51 420;439 485;197 768;637 253
48V, DALI DIM, fekete színben, 463x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 620 TRACK SURF SUSP DALI 48VDC CUSTOM CUT 463mm 1710x4889mm;2,0;db;57 865;23 889;102 090;45 941;148 031
48V, DALI DIM, fekete színben, 3625x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 3625 TRACK SURF SUSP DALI 48VDC 1710x4889mm;2,0;db;159 481;65 841;281 370;126 617;407 987
48V, DALI DIM, fekete színben;0;0;0;0;-;-;-
L97 sín TRACK LINEAR CONNECTOR MECH/ELECT NON DIM/ZIGBEE/DALI 48VDC 1710x4889mm;8,0;db;13 408;5 535;94 620;42 579;137 199
48V, DALI DIM, fekete színben;0;0;0;0;-;-;-
L97 sín POWER FEEDER UNIT 2000 DALI 48VDC 1710x4889mm;1,0;db;44 457;18 354;39 218;17 648;56 865
fekete színben;0;0;0;0;-;-;-
L97 sín CABLE SUSPENSION 1500 FOR MOVE IT 1710x4889mm;10,0;db;7 409;3 059;65 363;29 413;94 776
fekete színben;0;0;0;0;-;-;-
L97 sín CANOPY SQUARE INCL TERMINAL BLOCK / 4-POLE 1710x4889mm;1,0;db;16 230;6 701;14 318;6 443;20 760
250W, 48V DC;0;0;0;0;-;-;-
L97 sín LED CONVERTER 250W / 48VDC 220-240V / 50-60Hz 1710x4889mm;5,0;db;66 333;27 385;292 575;131 659;424 234
48V, DALI DIM, fekete színben, 637x610x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 TRACK SURF SUSP 90° CORNER DALI 48VDC 3704x3264mm;4,0;db;124 550;51 420;439 485;197 768;637 253
48V, DALI DIM, fekete színben, 2420x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 2420 TRACK SURF SUSP DALI 48VDC 3704x3264mm;2,0;db;116 435;48 069;205 425;92 441;297 866
48V, DALI DIM, fekete színben, 2017x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 2420 TRACK SURF SUSP DALI 48VDC CUSTOM CUT 2017mm 3704x3264mm;2,0;db;132 312;54 624;233 438;105 047;338 484
