Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
Padlódoboz: P3 - 12 férőhelyes alaprajz szerinti műszaki tartalommal;0;0;0;0;-;-;-
71-30-34;250,0;db;84 748;22 991;21 186 984;5 747 664;26 934 648
71-40-00 VILÁGÍTÁSI HÁLÓZATOK;;;0,0;0;873 705 865;387 546 193;1 261 252 057
- 2 PINCE;;;0,0;0;-;-;-
12W, 3000K, 1250lm, CRI>90, 46°, 62lm/W, On/Off kapcsolható, IP44, 50.000h élettartam, fehér színben, Ø130x150mm;0;0;0;0;-;-;-
L25 Talis 130 függesztett LED világítótest;3,0;db;40 223;16 606;106 448;47 901;154 349
Ø70mm, 3x0,75mm2, ON/OFF, 1200mm, fehér színben;0;0;0;0;-;-;-
L25 Talis 130 függesztő szett mennyezeti rózsával;3,0;db;9 174;3 787;24 278;10 925;35 202
47W, 4000K, 6000lm CRI>80, 128lm/W, not Dimmable, IP65, IK08, szürke színben, 45.000h élettartam, 1200x88x85mm;0;0;0;0;-;-;-
L47 Roda Basic por-pára LED világítótest;7,0;db;16 653;7 701;115 183;51 632;167 016
- 1 ALAGSOR;;;0,0;0;-;-;-
5,7W, 3000K, 400lm, CRI>80, 40°, 70lm/W, On/Off kapcsolható, IP44/IP20, 60.000h élettartam, fehér színben, Ø42x43mm;0;0;0;0;-;-;-
L13 Fluxe 35 álmennyezetbe süllyesztett LED világítótest;57,0;db;29 285;12 090;1 472 524;662 636;2 135 159
13,8W, 3000K, 1250lm, CRI>80, 60°, 91lm/W, On/Off kapcsolható, IP44/IP20, 60.500h élettartam, fehér színben, Ø81x60mm;0;0;0;0;-;-;-
L15 Stada 75 álmennyezetbe süllyesztett LED világítótest;66,0;db;28 579;11 799;1 663 943;748 774;2 412 717
1,5W, 3000K, 50lm, CRI>80, 33,3lm/W, IP65, 50.000h élettartam, fehér színben, Ø80x50mm;0;0;0;0;-;-;-
L22 Wall Light REC Eye Design R falba süllyesztett LED világítótest;35,0;db;31 237;12 886;964 460;434 007;1 398 467
L22 24V tápegység, 60W;3,0;db;12 947;5 345;34 262;15 418;49 680
12W, 3000K, 1250lm, CRI>90, 46°, 62lm/W, On/Off kapcsolható, IP44, 50.000h élettartam, fehér színben, Ø130x150mm;0;0;0;0;-;-;-
L25 Talis 130 mennyezetre szerelt LED világítótest;6,0;db;40 223;16 606;212 895;95 803;308 698
IP20, 2xE27, antique brass, fázishasítással dimmelhető;0;0;0;0;-;-;-
L32 Avignon Round 525 Antique Brass falikar;16,0;db;126 455;52 206;1 784 832;803 174;2 588 006
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L32 RICH COLOUR FILAMENT LED fényforrás;32,0;db;4 274;1 764;120 642;54 289;174 931
47W, 4000K, 6000lm CRI>80, 128lm/W, not Dimmable, IP65, IK08, szürke színben, 45.000h élettartam, 1200x88x85mm;0;0;0;0;-;-;-
L47 Roda Basic por-pára LED világítótest;63,0;db;18 653;7 701;1 036 649;466 492;1 503 141
17W, 3000K, 2150lm, CRI>80, 126lm/W, IP20, 63°, not Dimmable, IP20, fehér színben, 60.000h élettartam, 561x45x45mm;0;0;0;0;-;-;-
L49a Profilite 45 dark optic mennyezetre szerelt LED világítótest;6,0;db;52 219;21 558;276 390;124 376;400 766
fehér, 1 pár /kód;0;0;0;0;-;-;-
L49a Profilite 45 végelem;6,0;pár;5 292;2 185;28 013;12 606;40 618
13,8W, 3000K, 1250lm, CRI>80, 60°, 91lm/W, On/Off kapcsolható, IP65/IP20, 60.500h élettartam, fehér színben, Ø81x60mm;0;0;0;0;-;-;-
L66 Fluxe 75 álmennyezetbe süllyesztett LED világítótest;6,0;db;22 581;9 323;119 520;53 784;173 304
33W, 3000K, 3348lm, CRI>80, UGR<19, 101lm/W, not Dimmable, IP43/IP20, fehér színben, 50.000h élettartam, 596x596x12mm;0;0;0;0;-;-;-
L76b Disano 842 álmennyezetbe süllyesztett LED panel;28,0;db;22 581;9 323;557 790;250 892;808 752
33W, 3000K, 3348lm, CRI>80, UGR<19, 101lm/W, not Dimmable, IP43/IP20, fehér színben, 50.000h élettartam, 1195x295x12mm;0;0;0;0;-;-;-
L76k Disano 842 R függesztett LED panel;18,0;db;25 051;10 342;397 778;179 000;576 777
L76k kiemelő keret;18,0;db;9 174;3 787;145 685;65 549;211 214
L76k Disano LED panel függesztő szett;18,0;pár;2 823;1 165;44 820;20 169;64 989
