Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
91-40-16;200.0;m;315;950;63000;190000;253000
91-40-17;300.0;m;315;950;94500;285000;379500
91-40-18;200.0;m;315;950;63000;190000;253000
91-40-19;300.0;m;315;950;94500;285000;379500
91-40-20;100.0;m;785;1350;78500;135000;213500
91-50-01;1.0;klt;155000;44000;155000;44000;199000
91-50-02;1.0;klt;125000;33000;125000;33000;158000
91-50-03;1.0;klt;85000;22000;85000;22000;107000
91-50-04;1.0;klt;65000;11000;65000;11000;76000
91-50-05;1.0;klt;125000;33000;125000;33000;158000
91-50-06;1.0;klt;125000;33000;125000;33000;158000
