Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
FPS 180/30 Fali polc fix konzollal, sima felülettel;1;;84 760;45 770;84 760;45 770;130 530
AHFM 190/70 Előkészítő asztal hátsó felhajtással;1;;185 938;100 406;185 938;100 406;286 344
Softcooker SR 1/1 Wi-Food 69485102 Sous Vide medence vízkeringetéssel, medencével;1;;348 714;188 306;348 714;188 306;537 020
P300 Asztali belsőkamrás vákuumcsomagológép;1;;969 530;523 546;969 530;523 546;1 493 076
PLUTONE 30 60303052 Nagykonyhai univerzális konyhagép, bolygófejes, 30 literes üsttel;1;;876 181;473 138;876 181;473 138;1 349 318
AHFM 100/70 Előkészítő asztal hátsó felhajtással;1;;135 349;73 088;135 349;73 088;208 437
Egyedi Csepegtető állvány 4 perforált polccal;1;;261 087;140 987;261 087;140 987;402 074
S404 Tepsitartó regálkocsi;2;;68 754;37 127;137 509;74 255;211 764
BIHK9 Egyzónás indukciós főzőzsámoly;1;;1 736 471;937 694;1 736 471;937 694;2 674 165
iVario® Pro L Multifunkcionális főző- és sütő berendezés;1;;6 580 656;3 553 554;6 580 656;3 553 554;10 134 211
