Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
95-11-01 Speciális tetőkerti ültetőközeg, vtg.: 40 cm jav tlp.: rooftech intenzív ültetőközeg;3,920;m3;56520;21600;221558;84672;306230
95-11-02 Mulcs a termőréteg felszíni takarására, beltéri növényzet számára alkalmas minőségben, 5 cm vastagságban.;0,490;m2;12816;3888;6280;1905;8185
95-11-03 30x30x6 cm szürke beton tipegőkő jav.tlp: Leier Piazza térkő;28,000;db;4680;2484;131040;69552;200592
95-11-04 Mű Buxus 30 cm átmérő, UV álló;8,000;db;13141;7885;105132;63079;168210
95-11-05 Mű Buxus 40cm átmérő, UV álló;4,000;db;26283;15770;105132;63079;168210
95-11-06 Mű Buxus 50 cm átmérő, UV álló;2,000;db;63072;37843;126144;75686;201830
95-11-07 Mű bordó színű díszfű (Grass Burgundy) 90 cm;12,000;db;11866;7119;142387;85432;227820
95-12-01 Speciális tetőkerti ültetőközeg, vtg.: 40 cm jav tlp.: rooftech intenzív ültetőközeg;13,200;m3;56520;21600;746064;285120;1031184
95-12-02 30x30x6 cm szürke beton tipegőkő jav.tlp: Leier Piazza térkő;28,000;db;4680;2484;131040;69552;200592
95-12-03 Mulcs a termőréteg felszíni takarására, beltéri növényzet számára alkalmas minőségben, 5 cm vastagságban.;1,650;m2;12816;3888;21146;6415;27562
95-12-04 Évelő és zöldség növényzet ültetése;33,000;m2;0;0;0;0;0
95-12-05 Artemisia dranunculus, CS9;13,000;db;1944;1166;25272;15163;40435
95-12-06 Lavandula angustifolia, CS14;7,000;db;2641;1585;18487;11092;29579
95-12-07 Mentha sauveolens 'Apple Mint', CS9;29,000;db;3586;2151;103982;62389;166372
95-12-08 Origanum majorana 'Compactum', CS9;48,000;db;936;562;44928;26957;71885
95-12-09 Rosmarinus officinalis, CS14;9,000;db;1944;1166;17496;10498;27994
95-12-10 Salvia officinalis, CS9;8,000;db;2641;1585;21128;12677;33804
95-12-11 Stevia rebudiana, CS9;24,000;db;2268;1361;54432;32659;87091
95-12-12 Thymus x citidorus, CS9;30,000;db;936;562;28080;16848;44928
95-12-13 Solanum lycopersicum sp. 'Máriapócs';7,000;db;4118;2471;28829;17297;46126
95-12-14 Solanum lycopersicum sp. 'Cegléd';6,000;db;4118;2471;24710;14826;39537
95-12-15 Solanum lycopersicum sp. 'Gyöngyös';7,000;db;4118;2471;28829;17297;46126
95-12-16 Capsicum annuum sp. 'Chili';6,000;db;3672;2203;22032;13219;35251
95-12-17 Capsicum annuum sp. 'Szentlőrinckátai';7,000;db;3672;2203;25704;15422;41126
95-12-18 Allium tuberosum;43,000;db;2563;1538;110218;66131;176348
95-20-01 Növényvályú (F.ZF.1.) fölé kitöltött növényfuttató rendszer kiépítése, jav tlp.: Caristahl greencable;45,430;m2;7479;1994;339767;90606;430393
95-31-01 Agyaggranulátum drénrétegként a növényláda aljára;0,765;m3;0;0;0;0;0
95-31-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;16,830;m2;0;0;0;0;0
95-31-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;5,875;m3;0;0;0;0;0
95-31-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-31-05 Tetrastigma voinierianum 40cs, Növény magassága: 210 cm;19,000;db;0;0;0;0;0
95-31-06 Philodendron scandens 30cs, Növény magassága: 160 cm;19,000;db;0;0;0;0;0
95-31-07 Monstera minima 30cs, Növény magassága: 165 cm;19,000;db;0;0;0;0;0
95-31-08 Cissus rotundifolia 27cs, Növény magassága: 160 cm;18,000;db;0;0;0;0;0
95-31-09 Aglaonema freedman 17cs, Növény magassága: 70 cm;44,000;db;0;0;0;0;0
95-31-10 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,459;m3;0;0;0;0;0
95-32-01 Agyaggranulátum drénrétegként a növényláda aljára;0,180;m3;153222;15120;27580;2722;30302
95-32-02 1 rtg. 150g/m2 geotextil a termőközeg és agyaggranulátum elválasztására;3,960;m2;464;216;1839;855;2694
95-32-03 Speciális beltéri termőközeg (perlittel és egyéb ásványi anyaggal kevert, jav. típus Nieuwkoop NIE20) tömörödéssel számolva;1,382;m3;126144;14400;174381;19907;194288
95-32-04 Beltéri növények telepítése vonatkozó terv és növényjegyzék szerint;1,000;klt;0;0;0;0;0
95-32-05 Aglaonema silver bay 24cs;6,000;db;24840;14904;149040;89424;238464
95-32-06 Zamioculcas 17cs;6,000;db;24841;14904;149044;89424;238468
95-32-07 Dracaena fr. Burundii 19cs;7,000;db;24841;14904;173890;104328;278218
95-32-05 4/8-as szemcseméretű agyaggranulátum talajtakarásra;0,108;m3;153222;14400;16548;1555;18103
95-32-06 Vízszintjelző elhelyezése;2,000;db;720;0;1440;0;1440
