Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
Műanyag oxigéndiffúzió ellen védett fűtési-hűtési csővezeték csatlakozással, elágazó- és kötőidomokkal, rögzítő elemekkel, csőbilincsekkel, a terven szereplő táblázat szerinti vastagságú hőszigeteléssel. Rehau Rautitan Flex (PX/MX);0;0;0;0;-;-;-
62-10-26 DN15;3 529,1;m;6 730;7 120;23 749 549;25 127 217;48 876 766
62-10-27 DN20;2 094,3;m;10 750;7 579;22 512 496;15 873 299;38 385 795
62-10-28 DN25;4 341,5;m;14 559;7 579;63 207 799;32 906 251;96 114 051
62-10-29 DN32;1 801,2;m;22 719;7 809;40 920 044;14 064 515;54 984 559
62-10-30 DN40;58,3;m;30 890;8 498;1 799 963;495 199;2 295 162
62-10-31 DN50;0,1;m;42 547;9 187;2 127;459;2 587
Ponthegesztett acélhálóval szerelt, műanyagcsöves padlófűtési rendszer, hálóösszekötő elemekkel, csőrögzítő bilincsekkel, alufólia kasírozású, hő-, és hangszigetelő lapokkal, takarófóliával, szegélyszigetelő szalaggal, esztrichadalékkal, felszerelve, de a betonozási munkák nélkül. Csővezeték anyaga: REHAU RAUTHERM S. Szerkezeteken, dilatáció határokon átvezetett nyomvonalak esetén védőcsővel szerelendő.;0;0;0;0;-;-;-
62-10-32 DN8;230,1;m;1 416;506;325 884;116 311;442 195
62-10-33 DN15;13 441,2;m;1 612;506;21 669 280;6 794 867;28 464 147
Rehau Rautitan Flex vagy vele egyenértékű műanyag vízvezeték cső szerelése falhoronyba vagy padlóba, védőcsővel, toldóhüvelyes kötésekkel, csőidomokkal, szakaszos nyomáspróbával, a terven szereplő táblázat szerinti vastagságú páradiffúzió ellen védett hőszigeteléssel és tartószerkezettel kompletten.;0;0;0;0;-;-;-
62-10-34 DN32;4,1;m;20 532;7 809;84 386;32 093;116 480
Varratnélküli fekete acélcsőből készült fűtési-hűtési vezeték, (MSZ 120/99) DN65 felett Victaulic rendszerrel, csőhajlításokkal, hőtágulásra alkalmas idomokkal, szakaszos nyomáspróbával, alap és kétszeri fedőmázolással, a terven szereplő táblázat szerinti vastagságú hőszigeteléssel. Hegesztés: MSZ 4310 szerinti (R 4hf.-nek megfelelő varrattal). Szabadon szerelve.;0;0;0;0;-;-;-
62-10-35 DN15;98,4;m;9 436;16 882;928 380;1 660 977;2 589 357
62-10-36 DN20;78,4;m;9 946;17 799;780 152;1 396 180;2 176 332
62-10-37 DN25;2,2;m;13 179;21 935;28 599;47 598;76 197
62-10-38 DN32;110,9;m;16 431;23 542;1 822 397;2 611 051;4 433 448
62-10-39 DN40;109,8;m;18 470;25 379;2 027 955;2 786 589;4 814 544
62-10-40 DN50;367,5;m;24 727;21 704;9 086 431;7 975 646;17 062 078
62-10-41 DN65;1 584,3;m;26 668;23 312;42 249 832;36 931 888;79 181 720
62-10-42 DN80;628,6;m;33 145;25 838;20 833 797;16 241 140;37 074 938
62-10-43 DN100;953,7;m;45 226;28 709;43 131 155;27 379 509;70 510 664
62-10-44 DN125;622,6;m;55 770;30 631;34 721 966;19 070 519;53 792 484
62-10-45 DN150;513,7;m;66 630;34 333;34 225 351;17 635 561;51 860 913
62-10-46 DN200;491,8;m;139 760;47 776;68 738 166;23 497 773;92 235 939
