Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-40-649 LAR-425-75-100-RAK;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-650 LAR-450-250-100-RAK;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-651 LAR-500-200-100-RAK;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-652 LAR-500-300-100-RAK;2,0;db;16 725;16 332;33 450;32 665;66 114
61-40-653 LAR-500-600-100-RAK;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-654 LAR-500-800-100-RAK;1,0;db;19 530;17 354;19 530;17 354;36 884
61-40-655 LAR-600-300-100-RAK;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-656 LAR-600-600-100-RAK;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-657 LAR-615-65-100-RAK;3,0;db;16 725;16 332;50 175;48 997;99 172
61-40-658 LAR-615-115-100-RAK;7,0;db;16 725;16 332;117 075;114 326;231 401
61-40-659 LAR-700-300-100-RAK;1,0;db;16 725;16 332;16 725;16 332;33 057
61-40-660 LAR-800-300-100-RAK;1,0;db;19 530;17 354;19 530;17 354;36 884
61-40-661 LAR-800-500-100-RAK;1,0;db;19 530;17 354;19 530;17 354;36 884
61-40-662 LAR-800-1800-100-RAK;1,0;db;29 241;19 395;29 241;19 395;48 636
61-40-663 LAR-800-1900-100-RAK;3,0;db;29 241;19 395;87 723;58 186;145 909
61-40-664 LAR-815-65-100-RAK;2,0;db;19 530;17 354;39 060;34 707;73 768
61-40-665 LAR-815-115-100-RAK;9,0;db;19 530;17 354;175 771;156 183;331 954
61-40-666 LAR-825-75-100-RAK;1,0;db;19 530;17 354;19 530;17 354;36 884
61-40-667 LAR-825-125-100-RAK;21,0;db;19 530;17 354;410 132;364 428;774 560
61-40-668 LAR-900-400-100-RAK;1,0;db;19 530;17 354;19 530;17 354;36 884
61-40-669 LAR-1000-200-100-RAK;4,0;db;19 530;17 354;78 120;69 415;147 535
61-40-670 LAR-1000-300-100-RAK;1,0;db;19 530;17 354;19 530;17 354;36 884
61-40-671 LAR-1080-1590-100-RAK;2,0;db;19 530;17 354;39 060;34 707;73 768
61-40-672 LAR-1025-325-100-RAK;10,0;db;19 530;17 354;195 301;173 537;368 838
61-40-673 LAR-1215-115-100-RAK;3,0;db;19 530;17 354;58 590;52 047;110 637
61-40-674 LAR-1200-300-100-RAK;8,0;db;19 530;17 354;156 241;138 830;295 070
61-40-675 LAR-1215-115-100-RAK;3,0;db;22 982;19 395;68 947;58 186;127 133
61-40-676 LAR-1300-400-100-RAK;1,0;db;22 982;19 395;22 982;19 395;42 378
61-40-677 LAR-1300-1200-100-RAK;1,0;db;22 982;19 395;22 982;19 395;42 378
61-40-678 LAR-1400-900-100-RAK;1,0;db;22 982;19 395;22 982;19 395;42 378
61-40-679 LAR-1500-400-100-RAK;4,0;db;22 982;19 395;91 930;77 581;169 511
61-40-680 LAR-1540-2020-100-RAK;1,0;db;31 288;20 753;31 288;20 753;52 042
61-40-681 LAR-1560-2040-100-RAK;1,0;db;31 580;20 946;31 580;20 946;52 526
61-40-682 LAR-1570-1060-100-RAK;1,0;db;29 241;19 395;29 241;19 395;48 636
61-40-683 LAR-1700-900-100-RAK;1,0;db;29 241;19 395;29 241;19 395;48 636
61-40-684 LAR-1700-1500-100-RAK;2,0;db;29 241;19 395;58 482;38 791;97 273
61-40-685 LAR-2000-650-100-RAK;8,0;db;29 241;19 395;233 928;155 163;389 091
61-40-686 LAR-2100-500-100-RAK;1,0;db;29 241;19 395;29 241;19 395;48 636
61-40-687 LAR-4000-900-100-RAK;4,0;db;42 985;28 511;171 939;114 044;285 982
