Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-41-095 LORU-300x200-DN250-150;5,0;db;16 725;16 332;83 625;81 661;165 286
61-41-096 LORU-300x250-DN250-150;8,0;db;16 725;16 332;133 800;130 658;264 458
61-41-097 LORU-300x300-DN200-150;4,0;db;16 725;16 332;66 900;65 329;132 229
61-41-098 LORU-300x300-DN250-150;4,0;db;16 725;16 332;66 900;65 329;132 229
61-41-099 LORU-300x400-DN315-;2,0;db;16 725;16 332;33 450;32 665;66 114
61-41-100 LORU-315x300-DN315-150;2,0;db;16 725;16 332;33 450;32 665;66 114
61-41-101 LORU-400x160-DN160-259;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-102 LORU-400x200-DN160-;3,0;db;16 725;16 332;50 175;48 997;99 172
61-41-103 LORU-400x200-DN200-224;16,0;db;16 725;16 332;267 599;261 316;528 916
61-41-104 LORU-400x200-DN250-181;2,0;db;16 725;16 332;33 450;32 665;66 114
61-41-105 LORU-400x250-DN200-224;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-106 LORU-400x250-DN250-;2,0;db;17 227;16 823;34 454;33 646;68 100
61-41-107 LORU-400x300-DN160-259;2,0;db;16 725;16 332;33 450;32 665;66 114
61-41-108 LORU-400x300-DN200-224;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-109 LORU-400x300-DN250-181;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-110 LORU-400x300-DN315-150;1,0;db;18 062;17 639;18 062;17 639;35 701
61-41-111 LORU-400x400-DN250-181;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-112 LORU-400x400-DN315-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-113 LORU-450x200-DN315-168;2,0;db;16 725;16 332;33 450;32 665;66 114
61-41-114 LORU-450x250-DN200-267;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-115 LORU-450x250-DN250-224;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-116 LORU-500x200-DN200-;3,0;db;16 725;16 332;50 175;48 997;99 172
61-41-117 LORU-500x250-DN250-267;3,0;db;20 572;20 089;61 717;60 266;121 983
61-41-118 LORU-500x300-DN200-311;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-119 LORU-500x300-DN315-211;1,0;db;70 699;62 819;70 699;62 819;133 518
61-41-120 LORU-500x800-DN250-527;2,0;db;22 244;21 723;44 489;43 445;87 934
61-41-121 LORU-600x200-DN250-354;1,0;db;22 579;22 049;22 579;22 049;44 628
61-41-122 LORU-600x250-DN250-354;2,0;db;39 303;38 382;78 606;76 764;155 370
61-41-123 LORU-700x300-DN200-484;1,0;db;34 118;33 319;34 118;33 319;67 436
61-41-124 LORU-700x400-DN315-384;1,0;db;35 456;34 624;35 456;34 624;70 080
61-41-125 LORU-750x250-DN355-393;2,0;db;46 872;41 648;93 745;83 295;177 040
61-41-126 LORU-800x200-DN355-436;3,0;db;57 614;51 193;172 841;153 578;326 420
61-41-127 LORU-800x400-DN280-499;2,0;db;77 339;68 719;154 677;137 439;292 116
61-41-128 LORU-900x500-DN315-558;1,0;db;83 785;74 446;83 785;74 446;158 231
61-41-129 LORU-1000x300-DN250-700;1,0;db;49 216;43 731;49 216;43 731;92 946
61-41-130 LORU-1200x1200-DN1250-150;1,0;db;88 713;74 864;88 713;74 864;163 577
61-41-131 LORU-1250x1200-DN1000-268;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-132 LORU-DN315-200x300-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-133 LORU-DN315-300x200-150;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-134 LORU-DN355-200x400-183;1,0;db;16 725;16 332;16 725;16 332;33 057
61-41-135 LORU-DN355-300x300-150;1,0;db;16 725;16 332;16 725;16 332;33 057
