Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
IP65, csak beltéri használat, 1x E27 polished brass színben, opál diffúzor;0;0;0;0;-;-;-
L14 Jordan Small Globe Pendant Light IP65;16,0;db;103 498;42 728;1 460 800;657 360;2 118 160
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L14 RICH COLOUR FILAMENT LED fényforrás;16,0;db;4 559;1 882;64 343;28 954;93 297
13,8W, 3000K, 1250lm, CRI>80, 60°, 91lm/W, On/Off kapcsolható, IP44/IP20, 60.500h élettartam, fehér színben, Ø81x60mm;0;0;0;0;-;-;-
L15 Stada 75 álmennyezetbe süllyesztett LED világítótest;58,0;db;28 579;11 799;1 462 253;658 014;2 120 266
6,5W, 3000K, 605lm, CRI>90, 72lm/W, fázishasítással dimmelhető, IP44, 54.000h élettartam, matt gold, Ø80x134x420mm;0;0;0;0;-;-;-
L17 io 420 fali LED világítótest;6,0;db;183 426;75 726;970 851;436 883;1 407 734
26W, 3000K, 2189lm, CRI>90, UGR<19, 70lm/W, DALI DIM, IP20, 80.000h élettartam, fehér színben, Ø520x102mm;0;0;0;0;-;-;-
L20 Mr Maggoo d=520mm DALI függesztett LED világítótest;6,0;db;154 541;63 801;817 965;368 084;1 186 049
IP20, 6W, 284lm, 3000K, Ra90, DALI, mennyezeti rózsával, szín kiválasztandó, max. 3m függesztés;0;0;0;0;-;-;-
L21 davide groppi Cathode 1 függesztett LED világítótest;12,0;db;310 493;128 185;3 286 800;1 479 060;4 765 860
9,7W, 3000K, 1240lm, CRI>90, DALI DIM, IP20, bronz színben, Ø80x160x305mm;0;0;0;0;-;-;-
L24 Royal Parete LED falikar;5,0;db;557 947;230 345;2 460 950;1 107 428;3 568 378
12W, 3000K, 1250lm, CRI>90, 46°, 62lm/W, On/Off kapcsolható, IP44, 50.000h élettartam, fehér színben, Ø130x150mm;0;0;0;0;-;-;-
L25 Talis 130 mennyezetre szerelt LED világítótest;65,0;db;40 223;16 606;2 306 363;1 037 863;3 344 226
12W, 1800-2850K, 525lm, CRI>90, fázishasítással szabályozható, IP20, fehér színben, Ø570x355mm;0;0;0;0;-;-;-
L27 DINOR 2.0 LED függesztett lámpatest;27,0;db;163 482;63 364;3 655 631;1 645 034;5 300 665
45W, 3000K, 6010lm, CRI>80, UGR<19, DALI DIM, IP40, fekete színben, Ø600x87mm;0;0;0;0;-;-;-
L29 VELA 600 direct / indirect power LED függesztett lámpatest;38,0;db;430 809;74 038;14 441 378;6 498 620;20 939 997
31W, 3000K, 4060lm, CRI>80, UGR<19, DALI DIM, IP40, fekete színben, Ø600x92mm;0;0;0;0;-;-;-
L29a VELA 600 direct surface LED mennyezetre szerelt lámpatest;30,0;db;333 780;65 728;8 833 275;3 974 974;12 808 249
4,5W, 2700K, 124lm, CRI>90, 27,5lm/W, On/Off kapcsolható, IP20, matt gold színben, 60.000h élettartam, Ø120x241x450mm;0;0;0;0;-;-;-
L31 Enna Desk LED asztali lámpa;5,0;db;104 721;43 233;461 895;207 853;669 748
IP20, 2xE27, antique brass, fázishasítással dimmelhető;0;0;0;0;-;-;-
L32 Avignon Round 525 Antique Brass falikar;13,0;db;126 455;52 206;1 450 176;652 579;2 102 755
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L32 RICH COLOUR FILAMENT LED fényforrás;26,0;db;4 274;1 764;98 022;44 110;142 132
IP20, 2xE27, antique brass, fázishasítással dimmelhető;0;0;0;0;-;-;-
L33 Avignon Round 525 Antique Brass falikar;7,0;db;126 455;52 206;780 864;351 389;1 132 253
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L33 RICH COLOUR FILAMENT LED fényforrás;14,0;db;4 274;1 764;52 781;23 751;76 532
9,7W, 3000K, 1240lm, CRI>90, DALI DIM, IP20, bronz színben, Ø80x160x305mm;0;0;0;0;-;-;-
L38 Royal Parete LED falikar;4,0;db;557 947;55 973;1 968 760;885 942;2 854 702
9,7W, 3000K, 1240lm, CRI>90, DALI DIM, IP20, bronz színben, Ø100x385mm;0;0;0;0;-;-;-
L40 Royal Parete LED függesztett lámpatest;4,0;db;1 056 617;61 048;3 728 360;1 677 762;5 406 122
