Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-850 LKR-1300-400-1000;2,0;db;74 840;64 208;149 679;128 415;278 094
61-30-851 LKR-1300-400-1100;1,0;db;82 324;70 629;82 324;70 629;152 952
61-30-852 LKR-1300-400-1200;3,0;db;89 807;77 048;269 422;231 145;500 567
61-30-853 LKR-1300-400-1300;3,0;db;97 291;83 469;291 874;250 408;542 282
61-30-854 LKR-1300-400-1400;2,0;db;104 775;89 890;209 550;179 781;389 331
61-30-855 LKR-1300-400-1500;34,0;db;112 259;96 311;3 816 804;3 274 584;7 091 388
61-30-856 LKR-1300-400-1600;2,0;db;119 743;102 731;239 486;205 462;444 948
61-30-857 LKR-1300-400-1700;1,0;db;127 227;109 152;127 227;109 152;236 379
61-30-858 LKR-1300-400-1800;1,0;db;134 711;115 573;134 711;115 573;250 284
61-30-859 LKR-1300-500-100;2,0;db;22 012;18 884;44 023;37 768;81 792
61-30-860 LKR-1300-500-200;2,0;db;22 012;18 884;44 023;37 768;81 792
61-30-861 LKR-1300-500-300;3,0;db;23 772;20 395;71 317;61 185;132 502
61-30-862 LKR-1300-500-700;1,0;db;39 621;33 992;39 621;33 992;73 613
61-30-863 LKR-1300-500-800;1,0;db;63 393;54 387;63 393;54 387;117 781
61-30-864 LKR-1300-500-1500;2,0;db;118 863;101 976;237 726;203 951;441 677
61-30-865 LKR-1300-500-1900;1,0;db;150 559;129 170;150 559;129 170;279 730
61-30-866 LKR-1300-550-600;1,0;db;48 866;41 924;48 866;41 924;90 790
61-30-867 LKR-1300-550-1700;1,0;db;138 453;118 784;138 453;118 784;257 237
61-30-868 LKR-1300-600-100;1,0;db;22 012;18 884;22 012;18 884;40 896
61-30-869 LKR-1300-600-400;1,0;db;33 458;28 704;33 458;28 704;62 162
61-30-870 LKR-1300-800-200;1,0;db;83 644;71 762;83 644;71 762;155 406
61-30-871 LKR-1300-780-600;1,0;db;36 539;31 348;36 539;31 348;67 888
61-30-872 LKR-1300-800-200;1,0;db;36 539;31 348;36 539;31 348;67 888
61-30-873 LKR-1300-800-300;1,0;db;36 539;31 348;36 539;31 348;67 888
61-30-874 LKR-1300-800-2000;1,0;db;184 897;158 630;184 897;158 630;343 527
61-30-875 LKR-1300-1200-1500;5,0;db;165 087;141 534;825 435;708 168;1 533 603
61-30-876 LKR-1300-1200-1700;1,0;db;187 099;160 518;187 099;160 518;347 616
61-30-877 LKR-1350-580-600;1,0;db;22 012;18 884;22 012;18 884;40 896
61-30-878 LKR-1390-780-500;1,0;db;22 012;18 884;22 012;18 884;40 896
61-30-879 LKR-1400-400-300;1,0;db;23 772;20 395;23 772;20 395;44 167
61-30-880 LKR-1400-400-800;1,0;db;63 393;54 387;63 393;54 387;117 781
61-30-881 LKR-1400-400-1500;5,0;db;118 863;101 976;594 315;509 879;1 104 194
61-30-882 LKR-1400-450-100;2,0;db;22 012;18 884;44 023;37 768;81 792
61-30-883 LKR-1400-450-500;1,0;db;40 722;34 937;40 722;34 937;75 658
61-30-884 LKR-1400-450-800;1,0;db;65 154;55 898;65 154;55 898;121 052
61-30-885 LKR-1400-450-1100;2,0;db;89 587;76 859;179 175;153 719;332 894
61-30-886 LKR-1400-450-1500;1,0;db;122 164;104 808;122 164;104 808;226 973
61-30-887 LKR-1400-450-300;1,0;db;25 093;21 528;25 093;21 528;46 621
61-30-888 LKR-1400-800-800;1,0;db;77 481;66 474;77 481;66 474;143 955
61-30-889 LKR-1400-800-1000;1,0;db;96 851;83 092;96 851;83 092;179 943
61-30-890 LKR-1400-800-1500;1,0;db;145 277;124 638;145 277;124 638;269 915
61-30-891 LKR-1400-900-900;1,0;db;91 128;78 181;91 128;78 181;169 310
61-30-892 LKR-1400-900-1300;1,0;db;131 629;112 929;131 629;112 929;244 558
61-30-893 LKR-1400-900-1500;18,0;db;151 880;130 304;2 733 839;2 345 464;5 079 304
61-30-894 LKR-1400-900-1600;1,0;db;162 005;138 990;162 005;138 990;300 995
61-30-895 LKR-1400-1900-6200;1,0;db;1 165 631;772 753;1 165 631;772 753;1 938 384
61-30-896 LKR-1500-400-100;2,0;db;22 012;18 884;44 023;37 768;81 792
