Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
90-70-05;1.0;klt;0;250000;0;250000;250000
90-70-06;1.0;klt;0;250000;0;250000;250000
90-70-07;1.0;klt;0;250000;0;250000;250000
90-70-08;1.0;klt;0;250000;0;250000;250000
90-70-09;1.0;klt;0;250000;0;250000;250000
90-70-10;1.0;klt;0;250000;0;250000;250000
90-70-11;1.0;klt;0;250000;0;250000;250000
90-70-12;1.0;klt;0;250000;0;250000;250000
90-70-13;1.0;klt;0;250000;0;250000;250000
90-70-14;1.0;klt;0;250000;0;250000;250000
90-70-15;1.0;klt;0;250000;0;250000;250000
90-70-16;1.0;klt;0;250000;0;250000;250000
90-70-17;1.0;klt;0;250000;0;250000;250000
90-80-01;1.0;klt;1500000;500000;1500000;500000;2000000
90-80-02;1.0;klt;1500000;500000;1500000;500000;2000000
