Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
71-50-53;;;-;-;-;-;-
71-50-54;;;-;-;-;-;-
71-50-55;;;-;-;-;-;-
71-50-56;;;-;-;-;-;-
71-50-57;;;-;-;-;-;-
71-50-58;;;-;-;-;-;-
71-50-59;;;-;-;-;-;-
71-50-60;;;-;-;-;-;-
71-50-61;;;-;-;-;-;-
71-50-62;;;-;-;-;-;-
71-60-00 VILLÁMVÉDELEM, EPH;;;0,0;0,0;24 938 575;16 031 095;40 969 670
Belső földelő keret / pot. kiegyenlítő háló min. 5cm betontakarással Ø10mm tüzihorganyzott köracél. Terasz rétegrendben Ø12mm tüzihorganyzott köracél. Tip.: J. Pröpster;0;0;0;0;-;-;-
71-60-01;1 150,0;m;3 286;2 095;3 779 252;2 408 744;6 187 996
