Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-709 LKR-1000-250-1300;1,0;db;59 615;54 740;59 615;54 740;114 355
61-30-710 LKR-1000-250-1400;1,0;db;64 201;58 951;64 201;58 951;123 151
61-30-711 LKR-1000-250-1500;4,0;db;68 786;63 161;275 144;252 643;527 787
61-30-712 LKR-1000-300-100;2,0;db;18 343;16 842;36 686;33 685;70 371
61-30-713 LKR-1000-300-200;2,0;db;18 343;16 842;36 686;33 685;70 371
61-30-714 LKR-1000-300-300;3,0;db;18 343;16 842;55 029;50 527;105 556
61-30-715 LKR-1000-300-400;4,0;db;19 076;17 517;76 306;70 069;146 374
61-30-716 LKR-1000-300-500;1,0;db;23 846;21 895;23 846;21 895;45 741
61-30-717 LKR-1000-300-700;1,0;db;33 384;30 654;33 384;30 654;64 038
61-30-718 LKR-1000-300-800;2,0;db;38 154;35 033;76 308;70 067;146 374
61-30-719 LKR-1000-300-900;1,0;db;42 922;39 413;42 922;39 413;82 335
61-30-720 LKR-1000-300-1200;2,0;db;57 230;52 550;114 461;105 101;219 562
61-30-721 LKR-1000-300-1300;1,0;db;61 999;56 929;61 999;56 929;118 928
61-30-722 LKR-1000-300-1400;1,0;db;66 769;61 308;66 769;61 308;128 076
61-30-723 LKR-1000-300-1500;9,0;db;71 538;65 687;643 844;591 185;1 235 029
61-30-724 LKR-1000-300-1600;1,0;db;76 307;70 067;76 307;70 067;146 373
61-30-725 LKR-1000-300-1900;2,0;db;90 615;83 204;181 229;166 409;347 638
61-30-726 LKR-1000-300-2100;1,0;db;100 153;91 962;100 153;91 962;192 115
61-30-727 LKR-1000-400-100;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-728 LKR-1000-400-300;3,0;db;18 343;16 842;55 029;50 527;105 556
61-30-729 LKR-1000-400-400;1,0;db;20 545;18 865;20 545;18 865;39 409
61-30-730 LKR-1000-400-500;2,0;db;25 680;23 580;51 361;47 160;98 521
61-30-731 LKR-1000-400-600;1,0;db;30 816;28 296;30 816;28 296;59 112
61-30-732 LKR-1000-400-700;1,0;db;35 952;33 012;35 952;33 012;68 965
61-30-733 LKR-1000-400-800;1,0;db;41 088;37 728;41 088;37 728;78 816
61-30-734 LKR-1000-400-1000;1,0;db;51 361;47 160;51 361;47 160;98 521
61-30-735 LKR-1000-400-1100;2,0;db;56 497;51 876;112 994;103 751;216 745
61-30-736 LKR-1000-400-1300;3,0;db;66 769;61 308;200 306;183 924;384 229
61-30-737 LKR-1000-400-1400;1,0;db;71 904;66 025;71 904;66 025;137 929
61-30-738 LKR-1000-400-1500;10,0;db;77 040;70 740;770 403;707 402;1 477 805
61-30-739 LKR-1000-400-1900;1,0;db;97 585;89 605;97 585;89 605;187 190
61-30-740 LKR-1000-400-2500;1,0;db;128 401;117 900;128 401;117 900;246 302
61-30-741 LKR-1000-500-100;4,0;db;18 343;16 842;73 371;67 370;140 741
61-30-742 LKR-1000-500-200;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-743 LKR-1000-500-1500;1,0;db;82 543;75 793;82 543;75 793;158 337
61-30-744 LKR-1000-600-200;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-745 LKR-1000-600-700;1,0;db;41 088;37 728;41 088;37 728;78 816
61-30-746 LKR-1000-600-900;1,0;db;58 697;53 898;58 697;53 898;112 595
61-30-747 LKR-1000-600-1000;1,0;db;58 697;53 898;58 697;53 898;112 595
61-30-748 LKR-1000-600-1100;2,0;db;64 567;59 287;129 134;118 574;247 708
61-30-749 LKR-1000-600-1500;14,0;db;88 047;80 846;1 232 654;1 131 846;2 364 499
61-30-750 LKR-1000-610-600;1,0;db;35 402;32 507;35 402;32 507;67 909
61-30-751 LKR-1000-700-100;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-752 LKR-1000-700-200;2,0;db;18 343;16 842;36 686;33 685;70 371
61-30-753 LKR-1000-700-300;1,0;db;18 710;17 180;18 710;17 180;35 890
61-30-754 LKR-1000-700-800;2,0;db;35 402;32 507;70 804;65 014;135 817
61-30-755 LKR-1000-700-1500;1,0;db;93 549;85 899;93 549;85 899;179 448
