Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
88-20-43;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-44;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-45;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-46;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-47;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-48;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-49;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-50;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-51;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-52;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-53;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-54;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-55;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-20-56;1;klt;1 319 321;303 361;1 319 321;303 361;1 622 682
88-30-00;;;;;34 656 470;11 062 147;45 718 617
88-30-01;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-02;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-03;1;klt;663 917;211 919;663 917;211 919;875 836
