Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
36-20-76;Tetőfelépítmények kerülete mentén tartóváz szerelése élére állított 5x15 cm méretű fapadlóból, illetve 1 mm vtg horg. acéllemez L-profilokból, kb. 50 cm-ként elhelyezve, 50 cm hosszakban.;106,0;fm;6021;4622;638237;489933;1128170
36-20-77;22 mm vtg OSB-lap elhelyezése fapadló vázra, kb. 25 cm szélességben, mechanikai rögzítéssel.;106,0;fm;4404;4622;466772;489933;956706
36-20-78;Attikafal külső szélén és tetőfelépítmények peremén vízcseppentő-vízgátas fóliabádog profil szerelése kit. 25 cm méretig, 1 mm vtg horg. acéllemez merevítő szegéllyel.;426,0;fm;12607;8840;5370446;3765961;9136406
36-20-79;Ereszcsatorna mentén vízcseppentő fóliabádog profil szerelése kit. 25 cm méretig, mechanikai rögzítéssel.;20,0;fm;11071;8760;221415;175195;396611
36-20-80;Csatlakozás beépített lefolyócsonkokhoz, bitumenes lemezzel.;21,0;db;7980;5528;167580;116078;283658
36-20-81;1,5 mm MSZ EN 13956 szerinti poliészterszövet erősítésű, FPO lemez csapadékvíz elleni szigetelés, gyártó által méretezett mechanikai rögzítéssel, tűzterjedési minősítés: Broof (t1), vízszintes felületen [BAUDER THERMOPLEX P 15];2140,0;m2;7596;5900;16256272;12625455;28881727
36-20-82;1,5 mm MSZ EN 13956 szerinti poliészterszövet erősítésű, FPO lemez csapadékvíz elleni szigetelés, gyártó által méretezett mechanikai rögzítéssel, tűzterjedési minősítés: Broof (t1), függőleges felületen kit. 60-100 cm méretig [BAUDER THERMOPLEX P 15];631,0;fm;7375;5689;4653424;3589469;8242893
36-20-83;1,5 mm MSZ EN 13956 szerinti poliészterszövet erősítésű, FPO lemez csapadékvíz elleni szigetelés, gyártó által méretezett mechanikai rögzítéssel, tűzterjedési minősítés: Broof (t1), függőleges felületen kit. 140-190 cm méretig, ragasztással rögzítve [BAUDER THERMOPLEX P 15];156,0;fm;14647;10456;2284973;1631200;3916173
36-20-84;Födémen lévő áttörések, tartófalak szigetelése;0;db;10587;6885;0;0;0
36-20-85;0,9 cm MSZ EN 13252 szerinti műanyagfátyol szűrőréteggel kasírozott felületszivárgó lemez és szigetelésvédelem [DÖRKEN DELTA TERRAXX];285,0;m2;2334;3749;665122;1068518;1733639
36-20-86;Vízvető fóliabádog Z-profil szerelése függőleges felületre felhajtott vízszigetelés lezárásaként, kit. 33 cm méretig, mechanikai rögzítéssel és rugalmas tömítéssel.;106,0;fm;10425;5608;1105009;594451;1699460
36-20-87;Négyszögszelvényű horganylemez függőeresz csatorna szerelése lépcsőház feletti lapostetőn;0;fm;21333;14141;0;0;0
36-20-88;Négyszögszelvényű horganylemez ejtőcső szerelése lépcsőház feletti lapostetőn;0;fm;19879;11766;0;0;0
36-20-89;5. emeleti kültéri zöldtetők szigetelése (T-TZ.01 rtg) - CSA-03;0;;0;0;0;0;0
36-20-90;Oldószeres hideg bitumenmáz kellősítés, 0,3-0,5 kg/m2 anyagfelhasználással egyenletesen felhordva [BAUDER BURKOLIT V];28,0;m2;1111;856;31121;23982;55102
36-20-91;Cementhabarcs holker kialakítása fal-födém találkozásban.;22,0;fm;1313;937;28880;20614;49494
36-20-92;Csatlakozás beépített lefolyócsonkokhoz, bitumenes lemezzel.;4,0;db;7980;5528;31920;22110;54030
36-20-93;Csapadékvíz elleni szigetelés készítése 2 rtg 5 mm vtg modifikált bitumenes lemezzel, vízszintes felületen lángolvasztással végtelenítve. Felső réteg gyökérálló bitumenes lemez.;10,0;m2;22586;11265;225864;112651;338515
36-20-94;Csapadékvíz elleni szigetelés készítése 2 rtg 5 mm vtg modifikált bitumenes lemezzel, függőleges felületen kit. 80 cm mérettel, lángolvasztással rögzítve. Felső réteg gyökérálló bitumenes lemez.;22,0;fm;21456;11831;472032;260282;732314
36-20-95;Födémen lévő áttörések, tartófalak szigetelése bitumenes lemezzel vagy kent szigetelő anyaggal.;4,0;db;10587;6885;42346;27538;69884
36-20-96;20,0 cm több rétegből termikusan összehegesztett, extrudált polisztirolhab hőszigetelés, lépcsős élképzéssel, kötésben fektetve (XPS-EN 13164-T1-DS(70,90)-CS(10/Y)300-DLT(2)5- CC(2/1,5/50)130-WD(V)3-WL(T)0,7-FTCD1 λ = 0,35W/mK) [AUSTROTHERM XPS TOP 30 TB SF];10,0;m2;40123;11281;401232;112814;514046
36-20-97;3x30 mm keresztmetszeti méretű horganyzott acél sín a lábazatszigetelés lecsúszás elleni védelmére, 30 cm-enként a hátszerekezethez rögzítve felső éle mentén tartósan rugalmas bitumenes kitt tömítéssel;22,0;fm;3394;2004;74672;44078;118749
41-00-00;BURKOLÁS, FELÜLETKÉPZÉS;0;;0;0;3581020807;1704491984;5286412791
41-10-00;HIDEGBURKOLÁSI MUNKÁK;0;;0;0;1308937967;669041297;1977979264
;PADLÓBURKOLATOK;0;;0;0;0;0;0
;PB-01 jelű padlóburkolat a Műemléki restaurátori munkáknál szerepel.;0;;0;0;0;0;0
