Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
fekete színben;0;0;0;0;-;-;-
L97 sín CANOPY SQUARE INCL TERMINAL BLOCK / 4-POLE 5857/4142/4141 mm;1,0;db;16 230;6 701;14 318;6 443;20 760
250W, 48V DC;0;0;0;0;-;-;-
L97 sín LED CONVERTER 250W / 48VDC 220-240V / 50-60Hz 5857/4142/4141 mm;1,0;db;66 333;27 385;58 515;26 332;84 847
48V, DALI DIM, fekete színben;0;0;0;0;-;-;-
L97 sín MOVE IT 25/45 TRACK SUSP NODE CONNECTOR 4849x4449mm;1,0;db;76 565;31 609;67 541;30 394;97 935
48V, DALI DIM, fekete színben;0;0;0;0;-;-;-
L97 sín MOVE IT 25/45 TRACK SUSP NODE CONNECTOR 4849x4449mm;1,0;db;41 987;17 334;37 039;16 667;53 706
fekete színben;0;0;0;0;-;-;-
L97 sín MOVE IT 25/45 TRACK SUSP NODE END CAP 4849x4449mm;6,0;db;25 757;10 634;136 328;61 347;197 675
48V, DALI DIM, fekete színben, 1752x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 2420 TRACK SURF SUSP DALI 48VDC CUSTOM CUT 1752mm 4849x4449mm;2,0;db;132 312;54 624;233 438;105 047;338 484
48V, DALI DIM, fekete színben, 1779x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 2420 TRACK SURF SUSP DALI 48VDC CUSTOM CUT 1779mm 4849x4449mm;2,0;db;132 312;54 624;233 438;105 047;338 484
48V, DALI DIM, fekete színben, 3202x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 3625 TRACK SURF SUSP DALI 48VDC CUSTOM CUT 3202mm 4849x4449mm;2,0;db;159 481;65 841;281 370;126 617;407 987
48V, DALI DIM, fekete színben, 1220x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 1220 TRACK SURF SUSP DALI 48VDC 4849x4449mm;1,0;db;63 863;26 365;56 336;25 351;81 688
48V, DALI DIM, fekete színben, 3155x60x31;0;0;0;0;-;-;-
L97 sín MOVE IT 25 3625 TRACK SURF SUSP DALI 48VDC CUSTOM CUT 3155mm 4849x4449mm;2,0;db;159 481;65 841;281 370;126 617;407 987
48V, DALI DIM, fekete színben;0;0;0;0;-;-;-
L97 sín TRACK LINEAR CONNECTOR MECH/ELECT NON DIM/ZIGBEE/DALI 48VDC 4849x4449mm;9,0;db;13 408;5 535;106 448;47 901;154 349
fekete színben;0;0;0;0;-;-;-
L97 sín CABLE SUSPENSION 1500 FOR MOVE IT 4849x4449mm;22,0;db;7 409;3 059;143 798;64 709;208 506
fekete színben;0;0;0;0;-;-;-
L97 sín CANOPY SQUARE INCL TERMINAL BLOCK / 4-POLE 4849x4449mm;1,0;db;16 230;6 701;14 318;6 443;20 760
320W, 48V DC;0;0;0;0;-;-;-
L97 sín LED CONVERTER 320W / 48VDC 220-240V / 50-60Hz 4849x4449mm;2,0;db;94 559;39 038;166 830;75 074;241 904
17,9W, 3000K, 1450lm, CRI>90, 60°, 78lm/W, DALI DIM, IP44/IP20, 60.500h élettartam, fehér színben, Ø108x118mm;0;0;0;0;-;-;-
L99 Illuxtron Strada 100 álmennyezetbe süllyesztett LED világítótest;41,0;db;52 925;21 850;1 914 188;861 384;2 775 572
4. emelet;;;0;0;-;-;-
96W, 3000K, 13430lm, CRI>80, DALI DIM, IP20, egyedi anodic champagne színben, Ø900x87mm;0;0;0;0;-;-;-
L01.3 VELA 900 direct / indirect power LED függesztett lámpatest;10,0;db;848 757;102 710;7 487 274;3 369 273;10 856 548
17,9W, 3000K, 1450lm, CRI>90, 60°, 78lm/W, DALI DIM, IP44/IP20, 60.500h élettartam, fehér színben, Ø108x118mm;0;0;0;0;-;-;-
L7 Illuxtron Strada 100 álmennyezetbe süllyesztett LED világítótest;24,0;db;52 925;21 850;1 120 500;504 225;1 624 725
32,1W, 3000K, 2150lm, CRI>90, 37°, UGR<19, DALI DIM, IP20, fehér színben, Ø100x107mm;0;0;0;0;-;-;-
L08 Odion 3F XS LED sínes lámpatest;10,0;db;66 685;27 531;588 263;264 718;852 981
