Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
10W/m, 3000K, ~500lm/m, CRI>80, 50,8lm/W, DALI DIM, IP67, 72.500h élettartam, klipszes rögzítés;0;0;0;0;-;-;-
L42 Rubber_3D lapjával és oldalirányban is hajlítható opál LED slag;30,0;m;28 791;11 886;761 940;342 873;1 104 813
Üvegre rögzített - tervezendő, vonalmenti vázon 3 db spot, cca.10cm-es karon, dupla fejű 36 fokos, kiemelő integrált LED fényforrással szerelt lámpatest, 3000K CRI<90 3 x 2 x 2W/180lm polírozott, sötéten lakkozott sárgaréz /tápegység külső, hozzáférhető helyen/revíziós nyílás - pontosítandó. 1db/3db lpt;0;0;0;0;-;-;-
L46R Egyedi karos lámpatest rendszer;1,0;db;669 538;84 573;1 616 840;727 578;2 344 418
Üvegre rögzített - tervezendő, vonalmenti vázon 4 db spot, cca.10cm-es karon, dupla fejű 36 fokos, kiemelő integrált LED fényforrással szerelt lámpatest, 3000K CRI<90 4 x 2 x 2W/180lm polírozott, sötéten lakkozott sárgaréz /tápegység külső hozzáférhető helyen/revíziós nyílás - pontosítandó. 1db/4db lpt;0;0;0;0;-;-;-
L46Á Egyedi karos lámpatest rendszer;1,0;db;669 561;84 573;2 133 930;960 269;3 094 199
47W, 4000K, 6000lm CRI>80, 128lm/W, not Dimmable, IP65, IK08, szürke színben, 45.000h élettartam, 1200x88x85mm;0;0;0;0;-;-;-
L47 Roda Basic por-pára LED világítótest;37,0;db;18 653;7 701;808 826;273 972;882 797
39W, 4000K, 5400lm CRI>80, 144lm/W, not Dimmable, IP66, IK08, szürke színben, 72.000h élettartam, 1200x88x85mm;0;0;0;0;-;-;-
L47c PB 872 LED por- és páramentes lámpatest;28,0;db;18 968;7 831;468 518;210 833;679 352
13,8W, 3000K, 1250lm, CRI>80, 60°, 91lm/W, On/Off kapcsolható, IP65/IP20, 60.500h élettartam, fehér színben, Ø81x60mm;0;0;0;0;-;-;-
L66 Fluxe 75 álmennyezetbe süllyesztett LED világítótest;12,0;db;22 581;9 323;239 040;107 568;346 608
84W, 3000K, 10.700lm, CRI>80, 127lm/W, DALI DIM, IP20, 60.000h élettartam, fehér színben, Ø1800x105mm;0;0;0;0;-;-;-
L70c GIGANT 18.0 függesztett LED világítótest;33,0;db;772 704;53 248;22 494 038;10 122 317;32 616 354
33W, 3000K, 3348lm, CRI>80, UGR<19, 101lm/W, not Dimmable, IP43/IP20, fehér színben, 50.000h élettartam, 1195x295x12mm;0;0;0;0;-;-;-
L76k Disano 842 R függesztett LED panel;4,0;db;25 051;10 342;88 395;39 778;128 173
L76k kiemelő keret;4,0;db;9 174;3 787;32 370;14 567;46 937
L76k Disano LED panel függesztő szett;4,0;pár;2 823;1 165;9 960;4 462;14 442
24W, 3000K, 2555lm, CRI>80, 106lm/W, not Dimmable, IP65, fehér színben, 33.000h élettartam, Ø330x55mm;0;0;0;0;-;-;-
L77 Oblo 2.0 - 330 mennyezetre vagy falra szerelt LED világítótest;12,0;db;14 113;5 827;149 400;67 230;216 630
