Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
90-50-06;1.0;klt;125000;33000;125000;33000;158000
90-50-07;1.0;klt;125000;33000;125000;33000;158000
90-50-08;1.0;klt;125000;33000;125000;33000;158000
90-50-09;1.0;klt;125000;33000;125000;33000;158000
90-50-10;1.0;klt;125000;33000;125000;33000;158000
90-50-11;1.0;klt;125000;33000;125000;33000;158000
90-50-12;1.0;klt;125000;33000;125000;33000;158000
90-50-13;1.0;klt;125000;33000;125000;33000;158000
90-60-01;1.0;klt;250000;125000;250000;125000;375000
90-60-02;1.0;klt;250000;125000;250000;125000;375000
90-60-03;1.0;klt;150000;75000;150000;75000;225000
90-60-04;1.0;klt;150000;75000;150000;75000;225000
90-60-05;1.0;klt;150000;75000;150000;75000;225000
90-60-06;1.0;klt;150000;75000;150000;75000;225000
90-60-07;1.0;klt;150000;75000;150000;75000;225000
90-70-01;1.0;klt;0;250000;0;250000;250000
90-70-02;1.0;klt;0;250000;0;250000;250000
90-70-03;1.0;klt;0;250000;0;250000;250000
90-70-04;1.0;klt;0;250000;0;250000;250000
