Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
Egyedi Takarítóeszköz-tároló szekrény beépített falikúttal;1;;569 477;307 517;569 477;307 517;876 994
S106 Falikút;1;;31 967;17 262;31 967;17 262;49 229
162-0007-00 Légbeszívó szeleppel szerelt tömlővéges csaptelep;2;;7 881;4 256;15 762;8 511;24 273
BRE18_136 Raktári állvány, polietilén polcokkal;4;;157 887;85 259;631 548;341 036;972 584
ChefMaster A.FD6T LH 5026590 Professzionális nagykonyhai hűtőszekrény, egyajtós;1;;598 576;323 231;598 576;323 231;921 807
ChefMaster LH Bal oldali zsanér felár;1;;39 400;21 276;39 400;21 276;60 676
ChefMaster A.FD6BT RH 5026591 Professzionális nagykonyhai mélyhűtőszekrény, egyajtós;1;;767 302;414 343;767 302;414 343;1 181 645
BRE18_165 Raktári állvány, polietilén polcokkal;1;;149 577;80 772;149 577;80 772;230 349
BRE18_155 Raktári állvány, polietilén polcokkal;1;;144 647;78 109;144 647;78 109;222 756
BRE18_145 Raktári állvány, polietilén polcokkal;2;;139 677;75 426;279 354;150 851;430 205
ChefMaster A.FD6T RH 5026590 Professzionális nagykonyhai hűtőszekrény, egyajtós;1;;598 576;323 231;598 576;323 231;921 807
