Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
1P nyomógomb szerelése falon kívül, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP44 védettséggel Schneider vagy e.é.;0;0;0;0;-;-;-
71-30-17;5,0;db;3 047;4 404;15 236;22 021;37 257
2P tokozott kapcsoló szerelése falon kívül, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP65 védettséggel GANZ vagy e.é.;0;0;0;0;-;-;-
71-30-18;46,0;db;18 232;8 470;838 689;389 628;1 228 317
3P tokozott kapcsoló szerelése falon kívül, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP65 védettséggel GANZ vagy e.é.;0;0;0;0;-;-;-
71-30-19;21,0;db;21 984;8 470;461 667;177 874;639 540
Tokozott nappali főkapcsoló szerelése falon kívül, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP67 védettséggel Schneider Sedna vagy e.é.;0;0;0;0;-;-;-
71-30-20;3,0;db;71 349;8 470;214 046;25 411;239 457
2P+F Süllyesztett dugaszoló aljzat, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP20 védettséggel - NORMÁL Schneide Sedna vagy e.é.;0;0;0;0;-;-;-
71-30-21;1 184,0;db;4 013;4 404;4 751 326;5 214 563;9 965 889
2P+F Süllyesztett dugaszoló aljzat, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP20 védettséggel - GENERÁTOROS Schneide Sedna vagy e.é.;0;0;0;0;-;-;-
71-30-22;50,0;db;4 013;4 404;200 647;220 210;420 857
2P+F Süllyesztett dugaszoló aljzat, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP20 védettséggel - UPS Schneide Sedna vagy e.é.;0;0;0;0;-;-;-
71-30-23;72,0;db;5 799;4 404;417 531;317 102;734 633
2P+F Süllyesztett dugaszoló aljzat, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP44 védettséggel Schneide Sedna vagy e.é.;0;0;0;0;-;-;-
71-30-24;245,0;db;6 504;4 404;1 593 404;1 079 027;2 672 431
2P+F Falon kívüli dugaszoló aljzat, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP20 védettséggel Schneide Sedna vagy e.é.;0;0;0;0;-;-;-
71-30-25;121,0;db;7 238;4 404;875 830;532 907;1 408 737
2P+F Falon kívüli dugaszoló aljzat, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP44 védettséggel Schneide Sedna vagy e.é.;0;0;0;0;-;-;-
71-30-26;42,0;db;2 212;4 404;92 899;184 976;277 875
2P+F UPS Süllyesztett dugaszoló aljzat (Szünetmentes), doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP20 védettséggel Schneider vagy e.é.;0;0;0;0;-;-;-
71-30-27 PADLÓDOBOZBA;1 003,0;db;5 677;4 404;5 693 645;4 417 405;10 111 050
2P+F Normál Süllyesztett dugaszoló aljzat (Szünetmentes), doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP20 védettséggel Schneider vagy e.é.;0;0;0;0;-;-;-
71-30-28 PADLÓDOBOZBA;992,0;db;2 790;4 404;2 767 696;4 368 958;7 136 655
3P+N+F Falon kívüli dugaszoló aljzat, doboz elhelyezéssel, bekötéssel kompletten, 16A, 250V, IP44 védettséggel Schneider Sedna vagy e.é.;0;0;0;0;-;-;-
71-30-29;10,0;db;4 104;4 404;41 041;44 042;85 083
Álmennyezetbe süllyesztett jelenlétérzékelő IP20 B.E.G. Luxomat vagy e.é.;0;0;0;0;-;-;-
71-30-30;235,0;db;50 430;8 470;11 850 999;1 990 491;13 841 490
Mennyezetre szerelt jelenlétérzékelő IP20 B.E.G. Luxomat vagy e.é.;0;0;0;0;-;-;-
71-30-31;124,0;db;50 430;8 470;6 253 293;1 050 302;7 303 595
Padlódoboz: P1 - 6 férőhelyes alaprajz szerinti műszaki tartalommal;0;0;0;0;-;-;-
71-30-32;157,0;db;58 254;22 991;9 145 932;3 609 533;12 755 465
Padlódoboz: P2 - 8 férőhelyes alaprajz szerinti műszaki tartalommal;0;0;0;0;-;-;-
71-30-33;32,0;db;71 498;22 991;2 287 949;735 701;3 023 650
