Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
3236GN-DP;2;db;1467692;792554;2935385;1585108;4520493
BREGSA18;12;db;94392;50972;1132704;611660;1744364
BREARA;30;db;1294;699;38811;20958;59769
BRE134;18;db;23466;12672;422385;228088;650474
2207P-F;8;db;82066;44316;656530;354526;1011056
1270-F;3;db;145593;78620;436778;235860;672638
S402;2;db;38414;20744;76828;41487;118316
Egyedi;1;db;389895;210543;389895;210543;600438
00958032;1;db;87388;47190;87388;47190;134578
Upster NEW;1;db;1807975;976307;1807975;976307;2784282
