Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-991 LKR-1950-820-500;1,0;db;78 905;52 310;78 905;52 310;131 214
61-30-992 LKR-1950-820-600;1,0;db;94 572;62 697;94 572;62 697;157 269
61-30-993 LKR-1950-900-500;1,0;db;81 184;53 821;81 184;53 821;135 004
61-30-994 LKR-1950-900-600;1,0;db;97 420;64 585;97 420;64 585;162 005
61-30-995 LKR-2000-400-600;1,0;db;82 038;54 387;82 038;54 387;136 425
61-30-996 LKR-2000-400-800;1,0;db;109 385;72 517;109 385;72 517;181 902
61-30-997 LKR-2000-400-1500;3,0;db;205 096;135 968;615 288;407 904;1 023 192
61-30-998 LKR-2000-500-100;2,0;db;28 486;18 884;56 971;37 768;94 739
61-30-999 LKR-2000-500-700;1,0;db;99 699;66 096;99 699;66 096;165 795
61-31-000 LKR-2000-500-1100;1,0;db;156 670;103 864;156 670;103 864;260 535
61-31-001 LKR-2000-500-1500;3,0;db;213 642;141 634;640 925;424 901;1 065 826
61-31-002 LKR-2000-500-1700;1,0;db;242 127;160 518;242 127;160 518;402 645
61-31-003 LKR-2000-650-1200;4,0;db;181 168;120 106;724 673;480 422;1 205 095
61-31-004 LKR-2000-800-2400;1,0;db;410 192;271 937;410 192;271 937;682 129
61-31-005 LKR-2000-1000-1540-100;1,0;db;242 127;160 518;242 127;160 518;402 645
61-31-006 LKR-2000-1000-2400;1,0;db;242 127;160 518;242 127;160 518;402 645
61-31-007 LKR-2020-1540-100;1,0;db;74 062;49 099;74 062;49 099;123 162
61-31-008 LKR-2100-500-300;1,0;db;74 062;49 099;74 062;49 099;123 162
61-31-009 LKR-2100-500-500;1,0;db;28 486;18 884;28 486;18 884;47 370
61-31-010 LKR-2200-400-400;1,0;db;59 250;39 280;59 250;39 280;98 530
61-31-011 LKR-2200-400-900;1,0;db;133 313;88 379;133 313;88 379;221 692
61-31-012 LKR-2200-400-1100;1,0;db;162 938;108 019;162 938;108 019;270 957
61-31-013 LKR-2200-400-1400;1,0;db;207 375;137 479;207 375;137 479;344 854
61-31-014 LKR-2200-400-1500;2,0;db;222 187;147 299;444 374;294 598;738 973
61-31-015 LKR-2200-500-100;1,0;db;28 486;18 884;28 486;18 884;47 370
61-31-016 LKR-2200-500-1500;2,0;db;230 734;152 965;461 468;305 929;767 397
61-31-017 LKR-2200-500-3700;1,0;db;569 142;377 312;569 142;377 312;946 455
61-31-018 LKR-2200-800-500;1,0;db;88 306;58 542;88 306;58 542;146 848
61-31-019 LKR-2200-900-600;1,0;db;105 967;70 251;105 967;70 251;176 218
61-31-020 LKR-2200-900-900;1,0;db;158 949;105 375;158 949;105 375;264 324
61-31-021 LKR-2200-900-1400;1,0;db;247 255;163 917;247 255;163 917;411 172
61-31-022 LKR-2200-900-1500;9,0;db;264 916;175 626;2 384 246;1 580 633;3 964 878
61-31-023 LKR-2200-900-2000;2,0;db;353 222;234 168;706 444;468 336;1 174 780
61-31-024 LKR-2200-1500-500;1,0;db;406 204;269 293;406 204;269 293;675 498
61-31-025 LKR-2200-1500-600;1,0;db;105 397;69 873;105 397;69 873;175 270
61-31-026 LKR-2200-1500-700;1,0;db;126 476;83 847;126 476;83 847;210 323
61-31-027 LKR-2200-1500-800;1,0;db;147 556;97 822;147 556;97 822;245 378
61-31-028 LKR-2200-1500-1200;1,0;db;168 635;111 796;168 635;111 796;280 431
61-31-029 LKR-2200-1500-1400;1,0;db;252 952;167 694;252 952;167 694;420 646
61-31-030 LKR-2200-1500-1500;1,0;db;295 111;195 643;295 111;195 643;490 754
61-31-031 LKR-2200-1500-2000;3,0;db;316 190;209 618;948 569;628 854;1 577 423
61-31-032 LKR-2200-1500-2500;3,0;db;421 587;279 490;1 264 760;838 470;2 103 230
61-31-033 LKR-2200-1500-2000;3,0;db;526 983;349 363;1 580 950;1 048 090;2 629 040
61-31-034 LKR-2400-1100-600;1,0;db;79 760;52 876;79 760;52 876;132 637
61-31-035 LKR-2500-1200-5600;1,0;db;1 180 443;782 573;1 180 443;782 573;1 963 016
61-31-036 LKR-2500-1200-6500;1,0;db;1 370 158;908 344;1 370 158;908 344;2 278 502
