Tétel;Megjegyzés;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
33-10-30;125 mm vastag W112 Knauf szerelt válaszfal - egyoldal kétrétegű H2 13 impregnált gipszkarton, másik oldal kétrétegű normál A13 gipszkarton burkolattal, CW75 profillal, 75 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), max. 5,5 m magassággal, 625 mm profilkiosztással. Faltípus kód: PW16;248,4;m2;22035;13551;5473511;3366063;8839574
33-10-31;125 mm vastag W112 Knauf szerelt válaszfal - egyoldal kétrétegű H2 13 impregnált gipszkarton, másik oldal kétrétegű normál A13 gipszkarton burkolattal, CW75 profillal, 75 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), 5,5 m feletti magassággal, sűrített profilkiosztással. Faltípus kód: PW16;84,9;m2;22035;13551;1869896;1149936;3019832
33-10-32;125 mm vastag W112 Knauf szerelt válaszfal - egyoldal kétrétegű normál A13 gipszkarton, másik oldalon kétrétegű 12,5 mm vízálló cementkötésű Aquapanel burkolattal, CW75 fokozott C3 korrózióvédelemmel ellátott profillal, 75 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), max. 5,5 m magassággal, 625 mm profilkiosztással. Faltípus kód: PW17;110,2;m2;22035;13551;2429146;1493860;3923006
33-10-33;150 mm vastag W112 Knauf szerelt válaszfal - mindkét oldalon kétrétegű A13 normál gipszkarton burkolattal, CW100 profillal, 100 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), max. 6,5 m magassággal, 625 mm profilkiosztással. Faltípus kód: PW18;17,2;m2;22980;14378;395260;247307;642567
33-10-34;150 mm vastag W112 Knauf szerelt válaszfal - mindkét oldalon kétrétegű A13 normál gipszkarton burkolattal, CW100 profillal, 100 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), 6,5 m feletti magassággal, sűrített profilkiosztással. Faltípus kód: PW18;5,4;m2;22980;14378;123404;77211;200615
33-10-35;150 mm vastag W112 Knauf szerelt válaszfal - egyoldal kétrétegű impregnált gipszkarton, másik oldal kétrétegű normál A13 gipszkarton burkolattal, CW100 profillal, 100 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), max. 6,5 m magassággal, 625 mm profilkiosztással. Faltípus kód: PW19;58,1;m2;22980;14378;1334922;835235;2170157
33-10-36;150 mm vastag W112 Knauf szerelt válaszfal - egyoldal kétrétegű impregnált gipszkarton, másik oldal kétrétegű normál A13 gipszkarton burkolattal, CW100 profillal, 100 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), 6,5 m feletti magassággal, sűrített profilkiosztással. Faltípus kód: PW19;39,3;m2;22980;14378;904043;565642;1469685
33-10-37;150 mm vastag W112 Knauf szerelt válaszfal - mindkét oldalon kétrétegű 12,5 mm vízálló cementkötésű Aquapanel burkolattal, CW100 fokozott C3 korrózióvédelemmel ellátott profillal, 100 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), max. 3,05 m magassággal, 625 mm profilkiosztással. Faltípus kód: PW20 zuhanyzók;8,1;m2;21567;14378;175554;117039;292594
33-10-38;150 mm vastag W112 Knauf szerelt válaszfal - mindkét oldalon kétrétegű A13 normál gipszkarton burkolattal, CW100 profillal, 100 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), max. 6,5 m magassággal, 625 mm profilkiosztással. Faltípus kód: PW21 irodák között, tárgyaló, orvosi szoba;1123,5;m2;22980;14378;25818992;16154446;41973439
33-10-39;150 mm vastag W112 Knauf szerelt válaszfal - mindkét oldalon kétrétegű A13 normál gipszkarton burkolattal, CW100 profillal, 100 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), 6,5 m feletti magassággal, sűrített profilkiosztással. Faltípus kód: PW21 irodák között, tárgyaló, orvosi szoba;224,5;m2;22980;14378;5159754;3228359;8388113
33-10-41;200 mm vastag W116 Knauf szerelt válaszfal - mindkét oldalon kétrétegű A13 normál gipszkarton burkolattal, 2xCW75 (hevederrel) profillal, 2x75 mm ásványgyapot kitöltéssel (testsűrűség ≥28 kg/m3), max. 6,5 m magassággal, 625 mm profilkiosztással. Faltípus kód: PW23;151,4;m2;22035;14378;3336991;2177449;5514440
