Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
71-00-00 ÉPÜLETVILLAMOSSÁG;;;;;2 586 804 892;996 575 817;3 583 380 709
66W, 3000K, 8650lm, CRI>80, UGR<13, touch DIM, IP20, fekete színben, 2100x1055x42x42mm;0;0;0;0;-;-;-
L10a BETO direct / indirect power LED állólámpa;1,0;db;432 831;97 188;381 820;171 819;553 639
5,9W, 3000K, 540lm, CRI>80, 78lm/W, DALI DIM, IP20, 55.000h élettartam, fehér színben, Ø34x55mm;0;0;0;0;-;-;-
L12 CENO ON STREX 1.0 sínes LED;20,0;db;84 962;35 076;1 498 980;674 541;2 173 521
1m, fekete;0;0;0;0;-;-;-
L12 TRACK PROFILE 1M;4,0;db;29 356;12 119;103 584;46 613;150 197
1m, fekete;0;0;0;0;-;-;-
L12 BLANK COVER 1M;4,0;db;10 867;4 486;38 346;17 256;55 602
44cm, fekete;0;0;0;0;-;-;-
L12 POWER SUPPLY 100W;4,0;db;79 529;32 833;280 623;126 280;406 903
fekete;0;0;0;0;-;-;-
L12 POWER FEED;4,0;db;11 820;4 880;41 708;18 768;60 476
fekete;0;0;0;0;-;-;-
L12 END CAP;4,0;db;2 329;961;8 217;3 698;11 915
5,7W, 3000K, 400lm, CRI>80, 40°, 70lm/W, On/Off kapcsolható, IP44/IP20, 60.000h élettartam, fehér színben, Ø42x43mm;0;0;0;0;-;-;-
L13 Fluxe 35 álmennyezetbe süllyesztett LED világítótest;53,0;db;29 285;12 090;1 369 189;616 135;1 985 324
IP65, csak beltéri használat, 1x E27 polished brass színben, opál diffúzor;0;0;0;0;-;-;-
L14 Jordan Small Globe Pendant Light IP65;16,0;db;103 498;42 728;1 460 800;657 360;2 118 160
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L14 RICH COLOUR FILAMENT LED fényforrás;16,0;db;4 559;1 882;64 343;28 954;93 297
13,8W, 3000K, 1250lm, CRI>80, 60°, 91lm/W, On/Off kapcsolható, IP44/IP20, 60.500h élettartam, fehér színben, Ø81x60mm;0;0;0;0;-;-;-
L15 Stada 75 álmennyezetbe süllyesztett LED világítótest;25,0;db;28 579;11 799;630 281;283 627;913 908
6,5W, 3000K, 605lm, CRI>90, 72lm/W, fázishasítással dimmelhető, IP44, 54.000h élettartam, matt gold, Ø80x134x420mm;0;0;0;0;-;-;-
L17 io 420 fali LED világítótest;4,0;db;183 426;75 726;647 234;291 255;938 489
13,8W, 3000K, 1180lm, CRI>80, 85,5lm/W, fázishasítással dimmelhető, IP20, 60.000h élettartam, fehér színben, 180x78x30mm;0;0;0;0;-;-;-
L18 Domino 1.0 falra szerelt LED indirekt világítótest;15,0;db;88 561;38 562;1 171 856;527 335;1 699 192
12W, 3000K, 1250lm, CRI>90, 46°, 62lm/W, On/Off kapcsolható, IP44, 50.000h élettartam, fehér színben, Ø130x150xmm;0;0;0;0;-;-;-
L25 Talls 130 mennyezetre szerelt LED világítótest;10,0;db;40 223;16 606;354 825;159 671;514 496
IP20, 2xE27, antique brass, fázishasítással dimmelhető;0;0;0;0;-;-;-
L32 Avignon Round 525 Antique Brass falikar;14,0;db;126 455;52 206;1 561 728;702 778;2 264 506
E27, 9W, 806lm, 3000K, Ra90, fázishasítással d.;0;0;0;0;-;-;-
L32 RICH COLOUR FILAMENT LED fényforrás;28,0;db;4 274;1 764;105 562;47 503;153 065
47W, 4000K, 6000lm CRI>80, 128lm/W, not Dimmable, IP65, IK08, szürke színben, 45.000h élettartam, 1200x88x85mm;0;0;0;0;-;-;-
L47 Roda Basic por-pára LED világítótest;4,0;db;18 653;7 701;65 819;29 619;95 438
2x8W, 3000K, 2x630lm, CRI>90, 63,1lm/W, 22°, Phase-cut DIM, IP20, fehér színben, 50.000h élettartam, Ø180x80x70mm;0;0;0;0;-;-;-
L75 TRACE WALL 2.0 falra szerelt dekoratív LED világítótest;8,0;db;82 986;34 260;585 648;263 542;849 190
24W, 3000K, 2555lm, CRI>80, 106lm/W, not Dimmable, IP65, fehér színben, 33.000h élettartam, Ø330x55mm;0;0;0;0;-;-;-
L77 Oblo 2.0 - 330 mennyezetre vagy falra szerelt LED világítótest;5,0;db;14 113;5 827;62 250;28 013;90 263
