Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
Konzol;17;db;65 882;24 706;1 119 996;419 999;1 539 995
Bűraszifon króm;31;db;0;0;0;0;0
Sarokszelep króm;62;db;0;0;0;0;0
Leeresztő króm;31;db;1 089;409;33 771;12 664;46 436
S-8-36.2 csaptelep személyzeti;26;db;25 038;9 389;650 990;244 121;895 112
S-8-37.1 Mosdótál;8;db;26 255;9 846;210 040;78 765;288 805
S-8-38 Mosdótál és csaptelep;4;db;32 423;12 159;129 691;48 634;178 325
S-8-27 Higiéniai zacskótartó fehér személyzeti;3;db;18 780;7 043;56 341;21 128;77 469
S-8-39 Szappanadagoló személyzeti;11;db;39 640;14 865;436 036;163 513;599 549
Szappanadagoló személyzeti nyomós;15;db;6 999;2 625;104 980;39 371;144 351
S-8-40 WC papír tartó személyzeti;9;db;39 640;14 865;356 756;133 784;490 540
S-8-41 Kéztörlő papír tartó személyzeti;37;db;38 115;14 293;1 410 255;528 846;1 939 101
S-8-42 WC kefe tartó személyzeti;24;db;35 204;13 202;844 906;316 840;1 161 745
S-8-43 Hulladéktároló személyzeti;36;db;73 735;27 651;2 654 467;995 425;3 649 892
Hulladéktároló személyzeti fali nagy;1;db;73 735;27 651;73 735;27 651;101 386
S-8-44 Zuhanytálca (100x100);10;db;74 374;27 890;743 741;278 903;1 022 645
Zuhanytálca (90x90);7;db;71 290;26 734;499 032;187 137;686 169
S-8-45 Zuhanytálca (100x80);7;db;79 385;29 769;555 692;208 381;764 073
S-8-46 Zuhanytálca (120x80);2;db;86 552;32 457;173 103;64 914;238 017
S-8-47 Zuhanytálca (90x80);3;db;67 823;25 433;203 468;76 300;279 768
ibox;29;db;29 092;10 910;843 672;316 377;1 160 049
