Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-30-803 LKR-1200-400-300;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-804 LKR-1200-400-500;1,0;db;29 349;26 948;29 349;26 948;56 298
61-30-805 LKR-1200-400-700;1,0;db;41 088;37 728;41 088;37 728;78 816
61-30-806 LKR-1200-400-900;1,0;db;41 088;37 728;41 088;37 728;78 816
61-30-807 LKR-1200-400-1100;1,0;db;64 567;59 287;64 567;59 287;123 854
61-30-808 LKR-1200-400-1500;4,0;db;88 047;80 846;352 187;323 384;675 571
61-30-809 LKR-1200-400-1600;2,0;db;93 916;86 235;187 832;172 471;360 303
61-30-810 LKR-1200-450-600;1,0;db;36 320;33 349;36 320;33 349;69 668
61-30-811 LKR-1200-450-800;1,0;db;48 426;44 466;48 426;44 466;92 891
61-30-812 LKR-1200-450-1400;1,0;db;84 745;77 814;84 745;77 814;162 559
61-30-813 LKR-1200-450-1500;1,0;db;90 798;83 373;90 798;83 373;174 170
61-30-814 LKR-1200-500-200;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-815 LKR-1200-500-300;1,0;db;18 710;17 180;18 710;17 180;35 890
61-30-816 LKR-1200-500-400;2,0;db;24 947;22 906;49 894;45 813;95 707
61-30-817 LKR-1200-500-500;4,0;db;31 183;28 633;124 730;114 532;239 262
61-30-818 LKR-1200-500-600;4,0;db;37 419;34 360;149 677;137 439;287 116
61-30-819 LKR-1200-500-800;7,0;db;49 893;45 813;349 251;320 691;669 942
61-30-820 LKR-1200-500-1300;1,0;db;93 549;85 899;93 549;85 899;179 448
61-30-821 LKR-1200-500-1500;7,0;db;93 549;85 899;654 841;601 293;1 256 135
61-30-822 LKR-1200-500-2000;2,0;db;124 732;114 532;249 465;229 064;478 529
61-30-823 LKR-1200-600-200;1,0;db;19 810;18 191;19 810;18 191;38 001
61-30-824 LKR-1200-600-300;1,0;db;19 810;18 191;19 810;18 191;38 001
61-30-825 LKR-1200-600-400;1,0;db;26 414;24 254;26 414;24 254;50 668
61-30-826 LKR-1200-600-800;1,0;db;52 828;48 507;52 828;48 507;101 335
61-30-827 LKR-1200-600-900;3,0;db;59 431;54 571;178 293;163 714;342 007
61-30-828 LKR-1200-600-1600;2,0;db;105 656;97 015;211 312;194 030;405 342
61-30-829 LKR-1200-600-1900;1,0;db;125 466;115 206;125 466;115 206;240 672
61-30-830 LKR-1200-700-1900;1,0;db;125 466;115 206;125 466;115 206;240 672
61-30-831 LKR-1200-800-800;1,0;db;53 929;49 518;53 929;49 518;103 447
61-30-832 LKR-1200-900-100;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-833 LKR-1200-900-200;1,0;db;18 343;16 842;18 343;16 842;35 185
61-30-834 LKR-1200-900-400;1,0;db;23 113;21 222;23 113;21 222;44 334
61-30-835 LKR-1200-900-700;1,0;db;53 929;49 518;53 929;49 518;103 447
61-30-836 LKR-1260-800-200;1,0;db;22 012;18 884;22 012;18 884;40 896
61-30-837 LKR-1300-300-100;1,0;db;22 012;18 884;22 012;18 884;40 896
61-30-838 LKR-1300-300-200;1,0;db;56 349;48 344;56 349;48 344;104 693
61-30-839 LKR-1300-300-800;1,0;db;91 568;78 559;91 568;78 559;170 127
61-30-840 LKR-1300-300-1300;1,0;db;58 110;49 855;58 110;49 855;107 965
61-30-841 LKR-1300-350-800;1,0;db;94 430;81 014;94 430;81 014;175 444
61-30-842 LKR-1300-350-1300;1,0;db;94 430;81 014;94 430;81 014;175 444
61-30-843 LKR-1300-400-100;4,0;db;22 012;18 884;88 047;75 536;163 583
61-30-844 LKR-1300-400-200;4,0;db;22 012;18 884;88 047;75 536;163 583
61-30-845 LKR-1300-400-400;1,0;db;22 452;19 262;22 452;19 262;41 713
61-30-846 LKR-1300-400-500;2,0;db;29 935;25 683;59 871;51 366;111 236
61-30-847 LKR-1300-400-600;5,0;db;44 903;38 525;224 516;192 624;417 139
61-30-848 LKR-1300-400-700;1,0;db;52 388;44 945;52 388;44 945;97 333
61-30-849 LKR-1300-400-800;2,0;db;59 872;51 366;119 744;102 731;222 475
