Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
88-30-04;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-05;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-06;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-07;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-08;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-09;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-10;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-11;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-12;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-13;1;klt;663 917;211 919;663 917;211 919;875 836
88-30-14;1;klt;663 917;211 919;663 917;211 919;875 836
