Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
90-40-42;4.0;db;0;34650;0;138600;138600
90-40-43;2.0;db;0;34650;0;69300;69300
90-40-44;4.0;db;0;43310;0;173240;173240
90-40-45;3.0;db;0;43310;0;129930;129930
90-40-46;3.0;db;0;43310;0;129930;129930
90-40-47;5.0;db;0;52000;0;260000;260000
90-50-01;1.0;klt;155000;44000;155000;44000;199000
90-50-02;1.0;klt;125000;33000;125000;33000;158000
90-50-03;1.0;klt;85000;22000;85000;22000;107000
90-50-04;1.0;klt;65000;11000;65000;11000;76000
90-50-05;1.0;klt;125000;33000;125000;33000;158000
