Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
61-71-33 Promatect-1200-600-1100;1,0;db;221 633;149 341;221 633;149 341;370 974
61-71-34 Promatect-1200-600-1200;1,0;db;241 781;162 917;241 781;162 917;404 698
61-71-35 Promatect-1200-600-1300;1,0;db;261 929;176 493;261 929;176 493;438 422
61-71-36 Promatect-1200-600-1400;3,0;db;282 076;190 070;846 229;570 209;1 416 438
61-71-37 Promatect-1200-600-1500;34,0;db;302 226;203 646;10 275 686;6 923 973;17 199 659
61-71-38 Promatect-1200-1000-500;1,0;db;121 950;82 173;121 950;82 173;204 123
61-71-39 Promatect-1250-900-4200;2,0;db;1 002 117;675 249;2 004 233;1 350 498;3 354 731
61-71-40 Promatect-1250-1200-100;1,0;db;53 023;35 728;53 023;35 728;88 750
61-71-41 Promatect-1500-750-100;1,0;db;53 023;35 728;53 023;35 728;88 750
61-71-42 Promatect-1500-750-400;1,0;db;99 682;67 167;99 682;67 167;166 849
61-71-43 Promatect-1500-750-500;1,0;db;124 603;83 960;124 603;83 960;208 563
61-71-44 Promatect-1500-750-600;1,0;db;149 522;100 752;149 522;100 752;250 273
61-71-45 Promatect-1500-750-900;1,0;db;224 283;151 127;224 283;151 127;375 410
61-71-46 Promatect-1500-750-1000;1,0;db;249 203;167 919;249 203;167 919;417 122
61-71-47 Promatect-1500-750-1300;1,0;db;323 966;218 295;323 966;218 295;542 261
61-71-48 Promatect-1500-750-1500;5,0;db;373 807;251 878;1 869 034;1 259 392;3 128 427
61-71-49 Promatect-1500-750-1900;1,0;db;473 486;319 045;473 486;319 045;792 532
61-71-50 Promatect-1500-750-2900;1,0;db;722 691;486 965;722 691;486 965;1 209 656
61-71-51 Promatect-1700-800-2500;1,0;db;689 287;464 456;689 287;464 456;1 153 743
61-71-52 Promatect-1800-1200-400;2,0;db;131 495;88 604;262 991;177 208;440 199
61-71-53 Promatect-1800-2400-800;1,0;db;364 793;245 804;364 793;245 804;610 597
61-71-54 Promatect-3000-2000-700;1,0;db;378 578;255 094;378 578;255 094;633 671
Tűzvédelmi légcsatorna a füstelszívó és légutánpótló rendszerek elemeire PROMAT 90 perces hő- és füstelvezető légcsatorna több tűzszakaszhoz (multi) EI 90 (ve - ho) S 1500 multi (MSZ EN 13501-4 szerint) 4 oldalú vízszintesen és függőlegesen 50 mm vastag PROMATECT®-L500 kalcium-szilikát tűzvédő építőlemezekből építve, testsűrűség kb. 500 kg/m³, A1 tűzvédelmi osztály (MSZ EN 13501-1 szerint), minőségbiztosítás ISO 9001 szerint. Tanúsítvány: ITB AT-15-3550/2016;0;0;0;0;-;-;-
61-71-55 négyszög keresztmetszetű egyenes tűzvédelmi galléridom- 750x250-750x250;2,0;db;53 023;35 728;106 045;71 455;177 501
61-71-56 négyszög keresztmetszetű egyenes tűzvédelmi galléridom- 1030x400-1030x400;12,0;db;97 561;65 738;1 170 728;788 855;1 959 583
Tűzvédelmi légcsatorna a füstelszívó és légutánpótló rendszerek elemeire PROMAT 90 perces hő- és füstelvezető légcsatorna több tűzszakaszhoz (multi) EI 90 (ve - ho) S 1500 multi (MSZ EN 13501-4 szerint) 4 oldalú vízszintesen és függőlegesen 50 mm vastag PROMATECT®-L500 kalcium-szilikát tűzvédő építőlemezekből építve, testsűrűség kb. 500 kg/m³, A1 tűzvédelmi osztály (MSZ EN 13501-1 szerint), minőségbiztosítás ISO 9001 szerint. Tanúsítvány: ITB AT-15-3550/2016;0;0;0;0;-;-;-
61-71-57 négyszög km-ű könyökidom-200x800-200x800;4,0;db;81 654;55 021;326 618;220 082;546 700
