Tétel;Menny.;Egys.;Anyag e.ár (net HUF);Díj e.ár (net HUF);Anyag összesen (net HUF);Díj összesen (net HUF);Anyag+Díj összesen (net HUF)
80-00-00 GYENGEÁRAM;;;;;5 208 938 832;1 486 087 827;6 695 026 659
84-00-12;;;-;-;-;-;-
84-00-13;;;-;-;-;-;-
84-00-14;;;-;-;-;-;-
84-00-15;;;-;-;-;-;-
84-00-16;;;-;-;-;-;-
84-00-17;;;-;-;-;-;-
84-00-18;;;-;-;-;-;-
84-00-19;;;-;-;-;-;-
84-00-20;;;-;-;-;-;-
00-00-01;;;-;-;-;-;-
84-00-21;;;-;-;-;-;-
00-00-02;;;-;-;-;-;-
84-00-22;;;-;-;-;-;-
84-00-23;;;-;-;-;-;-
84-00-24;;;-;-;-;-;-
84-00-24;;;-;-;-;-;-
84-00-25;;;-;-;-;-;-
85-00-00 KAPUTELEFON RENDSZER;;;0;0;26 226 398;4 210 815;30 437 213
85-00-01;;;-;-;-;-;-
85-00-02;;;-;-;-;-;-
85-00-03;;;-;-;-;-;-
85-00-04;;;-;-;-;-;-
85-00-05;;;-;-;-;-;-
